Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
ChEA_2016,SUZ12 18974828 ChIP-Seq MESCs Mouse,43/1934,0.0057512185988634,0.3042992799555082,0,0,1.575735564943095,8.12818533496903,ALK;RBPJL;APP;RGS17;LTK;CSF1;HPGD;CRABP1;FHL2;GRIK1;PTPRJ;HR;ICAM5;NR2E1;CLDN1;LTBP1;SLC6A3;EGFR;PTHLH;CACNA1G;CDH6;SAMD14;CDH2;CNR1;ADORA1;TNFRSF8;MYH11;WNT2;OSR2;EMX2;SORT1;STAT1;HDGFRP3;SSTR1;OVOL2;CNKSR2;CCKBR;ADORA2B;AGBL2;COL4A3;PDE5A;CD44;FGFR2
ChEA_2016,LXR 22292898 ChIP-Seq THP-1 Human,44/2000,0.0062791914911454,0.3042992799555082,0,0,1.559176891615542,7.905828335743581,ALK;GCDH;LTK;CSF1;WDR1;POLDIP3;PITPNA;CRABP1;STK19;ENO1;ICAM5;NR2E1;ATP2C2;PKMYT1;CACNA1G;C15ORF39;SPATA5L1;ADORA1;TCEB2;TNFRSF8;NADK;PDLIM7;NUP214;OSR2;EMX2;HNRNPA3;HSPA5;SORT1;STAT1;SLC34A1;SFTPC;SPAG4;DONSON;PTPN11;SYNJ2;EML2;AGT;MTOR;PRKAR1A;INCENP;CHI3L1;SERINC2;B4GALT7;EIF4G2
ChEA_2016,CREM 20920259 ChIP-Seq GC1-SPG Mouse,107/5776,0.0060854977700456,0.3042992799555082,0,0,1.3721722631126287,7.000612605237292,ANKLE2;PITPNA;BZW1;CRKL;CDH6;CDH2;TNS1;NUP214;MAGI1;TIPIN;TPM3;SLC11A2;WDR74;HDGFRP3;SULT2B1;EML4;ILF3;PRKAR1A;RUFY2;WDFY3;ANAPC5;NOTCH2;POM121;CBFB;PSEN1;PLCXD1;RRP7A;CNN1;SPAST;PDCD11;UBR5;ATP6V0A2;PACSIN2;NADK;CADM4;EIF2B2;CADM1;HSPA5;FUS;API5;ERLIN1;LARP4;PAICS;SQLE;PARP11;EIF4G2;FGFR1;PICALM;RBM28;DIDO1;CLIC4;HSP90AB1;DDX3X;WDR1;FASTKD2;DOCK9;IKBKB;DSTYK;GM2A;ARIH2;IDH3B;MYBL2;UTP14A;TNPO2;GPR135;DACT1;PSD;SREBF1;CDV3;RING1;TEX10;SLC7A6;MED25;RABEP1;INCENP;B4GALT7;PAFAH1B1;VAC14;TOMM40;POLDIP3;GOSR2;SRRT;SLC3A2;HMGCR;NAPG;MALT1;GGA3;CNR1;CDC37L1;MTA2;RPP14;MPZL1;HNRNPA3;SORT1;CSNK1A1;SPAG4;HUWE1;DONSON;PTPN11;USH2A;GALC;RAD51;CENPI;NOVA2;APBA1;CDKN3;MPHOSPH6
ChEA_2016,CLOCK 20551151 ChIP-Seq 293T Human,13/407,0.0088154884063574,0.3835261127168457,0,0,2.2195121951219514,10.501056105200991,PRPS1;HSP90AB1;DDX3X;HSPA5;CSNK1A1;FUS;SDC2;STMN2;HSPD1;SLC7A6;ACTC1;PSMD4;NPC1
ChEA_2016,PPARD 23176727 ChIP-Seq KERATINOCYTES Mouse,8/194,0.0091315741123058,0.3835261127168457,0,0,2.874355575195169,13.498023186258507,GGCT;POLA1;LRRC15;RGS17;CSRP2;ADORA2B;CRABP1;CACNA1G
ChEA_2016,WT1 19549856 ChIP-ChIP CCG9911 Human,8/199,0.0105453547524921,0.4152233433793768,0,0,2.798393459083411,12.73848242033789,NOTCH2;PDCD11;TPM3;CDC37L1;NRG1;SLC3A2;PICALM;DACT1
ChEA_2016,NKX2-5 21415370 ChIP-Seq HL-1 Mouse,34/1507,0.0112095296166684,0.4154119799118292,0,0,1.5816476016926226,7.103165150422934,NOTCH2;LRRC15;DIDO1;VAC14;COPA;FHL2;ICAM5;PSEN1;BZW1;PSMD4;ATP6V0A2;PACSIN2;PSD;UNC45A;SREBF1;EIF2B2;DST;TPM3;CFLAR;EML4;SKI;ACTA2;SQLE;SLC7A6;ILF3;RABEP1;MYL1;PRKAR1A;ADORA2B;RCAN2;SCRG1;FXN;MATN3;MPHOSPH6
ChEA_2016,FLI1 27457419 Chip-Seq LIVER Mouse,12/393,0.0160438913452487,0.4197146301945955,0,0,2.112751531058618,8.730791689686754,PREX2;DST;MYL1;FASTKD2;STAT1;ADAM23;COL4A3;FHL2;CFLAR;BZW1;TNS1;HSPD1
ChEA_2016,E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human,59/2998,0.0160593558927877,0.4197146301945955,0,0,1.3961603785971743,5.768185892236513,ANKLE2;DOCK9;ENO1;CSRP2;TNFRSF8;GPR135;PSD;UNC45A;TIPIN;TPM3;SLC11A2;WDR74;HDGFRP3;ACTA2;SLC7A6;INCENP;ADORA2B;RUFY2;YME1L1;ANAPC5;SNRPA1;PAFAH1B1;DCTN5;MVK;SLC35D1;CBFB;ZNF195;ISG20L2;SLC3A2;AKAP5;PKMYT1;PTHLH;SOCS2;C15ORF39;SPATA5L1;ATP6V0A2;TCEB2;CD59;MTA2;HNRNPA1;NADK;TRAPPC3;EIF2B2;SORT1;FUS;API5;GALNT2;SIAH1;ERLIN1;PTPN11;SKI;GALC;RAD51;TSR1;TLL2;EIF4G2;ATG2B;CDKN3;MPHOSPH6
ChEA_2016,SUZ12 18692474 ChIP-Seq MEFs Mouse,27/1135,0.0122843764393088,0.4197146301945955,0,0,1.659539016939739,7.301020812095778,ALK;APP;LTK;CSF1;HPGD;CRABP1;FHL2;GRIK1;HR;NR2E1;EGFR;PTHLH;CACNA1G;CDH6;CDH2;CNR1;ADAM23;ADORA1;TNFRSF8;WNT2;EMX2;HDGFRP3;SYNJ2;SSTR1;CCKBR;ADORA2B;TLL2
ChEA_2016,P300 27058665 Chip-Seq ZR-75-30cells Human,42/2000,0.0159440183807249,0.4197146301945955,0,0,1.4750932370477707,6.104926403798475,ANKLE2;CLIC4;UBIAD1;SLC35D1;CSF1;DOCK9;SDC2;PITPNA;ISG20L2;FHL2;ENO1;ETS1;PTHLH;DSTYK;PDCD11;ADORA1;MYBL2;HNRNPA1;NADK;SREBF1;SVIL;TRAPPC3;KLF12;CADM4;CADM1;HSPA5;SORT1;GALNT2;HDGFRP3;PTPN11;CFLAR;MTOR;SULT2B1;SKI;GJB3;CDK1;CLDN16;SERINC2;CD44;EIF4G2;PAFAH1B1;PICALM
ChEA_2016,MAF 26560356 Chip-Seq TH2 Human,42/2000,0.0159440183807249,0.4197146301945955,0,0,1.4750932370477707,6.104926403798475,NOTCH2;APP;CLIC4;UBIAD1;SLC35D1;DOCK9;ENO1;ICAM5;DTX3;PKMYT1;ETS1;SOCS2;C15ORF39;PSMD4;ATP6V0A2;TCEB2;MTA2;NADK;UNC45A;SVIL;TRAPPC3;KLF12;SORT1;STAT1;TPM3;SLC11A2;WDR74;HUWE1;HDGFRP3;PTPN12;MTOR;EML4;SKI;PARP11;MFAP4;CENPI;RUFY2;AGBL2;TSR1;TLL2;CD44;EIF4G2
ChEA_2016,KLF5 20875108 ChIP-Seq MESCs Mouse,42/2000,0.0159440183807249,0.4197146301945955,0,0,1.4750932370477707,6.104926403798475,ALK;RBM28;ZNF195;GOSR2;CRABP1;STMN2;HMGCR;TARP;LTBP1;CACNA1G;CDH6;LMAN1;ADAM28;CDH2;ZNF207;MPZL1;GPR135;CA12;MAGI1;DDX18;TRAPPC3;TIPIN;FUS;API5;ERLIN1;HUWE1;HDGFRP3;PTPN11;MTOR;GIP;ACTA2;PARP11;ILF3;INCENP;CEACAM5;NOVA2;CDK1;TLL2;APBA1;WDFY3;MET;CD44
ChEA_2016,XRN2 22483619 ChIP-Seq HELA Human,34/1529,0.0137028531974168,0.4197146301945955,0,0,1.556491563356552,6.677584156490167,COPA;TOMM40;HSP90AB1;DDX3X;WDR1;ZNF195;FASTKD2;POLDIP3;ISG20L2;SLC3A2;MED17;SPAST;ZNF207;IDH3B;CDC37L1;CD59;MTA2;RPP14;HNRNPA1;TNPO2;NUP214;TIPIN;ARL15;CSNK1A1;FUS;API5;NONO;ERLIN1;QKI;MTOR;RPS28;ILF3;ZNF711;EIF4G2
ChEA_2016,RUNX1 17652178 ChIP-ChIP JURKAT Human,24/1003,0.0166553424680395,0.4197146301945955,0,0,1.6628325265355066,6.809339511656889,KLF12;DDX3X;WDR1;FUS;API5;STMN2;SLC3A2;SSTR1;HMGCR;CFLAR;ETS1;SLC6A3;PDC;CNKSR2;SOCS2;CLDN10;MYL1;PRKAR1A;WDFY3;CYP2E1;MTA2;SCRG1;MET;FGFR1
ChEA_2016,SMAD4 19686287 ChIP-ChIP HaCaT Human,12/405,0.0197910572978459,0.4795525422170369,0,0,2.046967769296013,8.029282443578348,SREBF1;SVIL;TOMM40;DST;ZNF207;FHL2;CD59;WDFY3;CYP2E1;PTHLH;SYTL2;PICALM
ChEA_2016,MITF 21258399 ChIP-Seq MELANOMA Human,100/5578,0.0213416255936016,0.4801865758560375,0,0,1.2981014968966775,4.993920894719845,FAM49A;APP;HR;ENO1;ETS1;CRKL;RNF126P1;BEST1;TNFRSF8;NUP214;SLC34A1;SLC11A2;SYTL2;OVOL2;ILF3;PRKAR1A;WDFY3;ANAPC5;GLYR1;CBFB;ISG20L2;SOCS2;UBR5;PACSIN2;MYH11;NADK;TRAPPC3;EIF2B2;FUS;SIAH1;ERLIN1;SYNJ2;LARP4;PAICS;QKI;GGCT;POLA1;CNTN1;PICALM;ALK;PHTF2;DIDO1;CLIC4;EDA;DDX3X;WDR1;FASTKD2;DOCK9;FHL2;PTPRJ;SLC6A3;IKBKB;DSTYK;CSRP2;GM2A;IDH3B;MYBL2;DGCR5;TNPO2;DACT1;SREBF1;CDV3;KLF12;DST;SFTPC;TEX10;MED25;RABEP1;NPC1;INCENP;NOS1AP;MET;CD44;RBPJL;RGS17;VAC14;DCTN5;HPGD;SLC3A2;EGFR;HSPD1;C15ORF39;ADAM23;CD59;RPP14;MPZL1;CA12;SVIL;SORT1;STAT1;CSNK1A1;SPAG4;CFLAR;USH2A;AGT;STXBP5L;SKI;TLL2;APBA1;MPHOSPH6
ChEA_2016,YAP1 20516196 ChIP-Seq MESCs Mouse,47/2329,0.0210905846418422,0.4801865758560375,0,0,1.4179469503555926,5.471755988387421,APP;HSP90AB1;WDR1;GOSR2;PITPNA;STMN2;SLC3A2;ATP2C2;PLCXD1;MALT1;CDH6;CDH2;TNFRSF8;PDLIM7;MAGI1;DDX18;SREBF1;SVIL;KLF12;CADM1;HSPA5;DST;ARL15;FUS;API5;NRG1;PTPN11;SSTR1;OVOL2;EML4;SKI;MCM3AP;ACTC1;PRKAR1A;ADORA2B;COL4A3;NOS1AP;COL4A6;APBA1;SCRG1;FXN;B4GALT7;EIF4G2;FGFR2;PAFAH1B1;MPHOSPH6;FGFR1
ChEA_2016,OCT4 18692474 ChIP-Seq MEFs Mouse,41/1992,0.0231110839595294,0.4820262395613778,0,0,1.4401267343348327,5.425595314458394,DIDO1;PRPS1;TOMM40;WDR1;STMN2;PTPRJ;SLC3A2;ENO1;PSEN1;HMGCR;CDH6;ADAM23;ARIH2;MYBL2;MTA2;RPP14;MAGI1;DDX18;SREBF1;KLF12;HSPA5;DST;SORT1;STAT1;SSTR1;CFLAR;PAICS;GIP;ILF3;MCM3AP;RAD51;ACTC1;NPC1;GJB3;ADORA2B;CHI3L1;CFB;MATN3;FGFR2;PAFAH1B1;FGFR1
ChEA_2016,FOXP1 21924763 ChIP-Seq HESCs Human,70/3724,0.0229648911866495,0.4820262395613778,0,0,1.3364984174579375,5.043662624623796,APP;DIDO1;CLIC4;HSP90AB1;STK19;KRI1;CLDN1;CRKL;SAMD14;DSTYK;CDH2;ADORA1;TNPO2;IL13RA1;PSD;UNC45A;DDX18;OSR2;KLF12;IZUMO4;RING1;SLC34A1;SLC11A2;EML2;CNKSR2;TOX4;MED25;SNRPA1;B4GALT7;CFB;NOTCH2;TMEM87A;DCTN5;COPA;POLDIP3;SRRT;ISG20L2;AKAP5;PKMYT1;PLCXD1;CACNA1G;HSPD1;C15ORF39;ADAM23;UBR5;CDC37L1;RPP14;PDLIM7;SVIL;TRAPPC3;CADM1;STAT1;CSNK1A1;API5;GALNT2;SIAH1;SPAG4;LARP4;QKI;POLA1;SQLE;CYP2W1;TSR1;TLL2;APBA1;EIF4G2;FGFR2;ATG2B;MPHOSPH6;PICALM
ChEA_2016,KLF6 26769127 Chip-Seq PDAC-Cell line Human,41/2000,0.0244838724856572,0.4820262395613778,0,0,1.433599208484354,5.318281251028319,CLIC4;LTK;TOMM40;SLC35D1;DOCK9;FHL2;PTPRJ;ENO1;BZW1;LTBP1;MALT1;PTHLH;CRKL;CDH6;SOCS2;DSTYK;C15ORF39;HLX;ADORA1;CD59;MTA2;MPZL1;NADK;SREBF1;SVIL;TRAPPC3;KLF12;ERLIN1;EML2;AGT;MTOR;SKI;SQLE;GJB3;INCENP;CEACAM5;RUFY2;AGBL2;TLL2;CYP2E1;SERINC2
ChEA_2016,JARID1A 20064375 ChIP-Seq MESCs Mouse,44/2171,0.0238283217196563,0.4820262395613778,0,0,1.420009109073813,5.306404232452811,TMEM87A;RBM28;VAC14;DCTN5;ANKLE2;POM121;UBIAD1;MVK;FASTKD2;GOSR2;PITPNA;ISG20L2;STK19;NAPG;MED17;RRP7A;LMAN1;PSMD4;PDCD11;ADAM23;IDH3B;MTA2;RPP14;UTP14A;TNPO2;NUP214;PSD;UNC45A;DDX18;TRAPPC3;EIF2B2;HSPA5;WDR74;PTPN11;TOX4;RPS28;MCM3AP;YME1L1;TSR1;WDFY3;ANAPC5;SNRPA1;B4GALT7;ATG2B
ChEA_2016,MEF2A 21415370 ChIP-Seq HL-1 Mouse,24/1048,0.0264315686456727,0.504602674144661,0,0,1.5859375,5.762022100300513,MAGI1;APP;DDX18;TOMM40;HSP90AB1;DST;GALNT2;STMN2;FHL2;PTPN12;LARP4;LTBP1;PSMD4;CDH2;RCAN2;COL4A3;TCEB2;ANAPC5;PDE5A;SCRG1;FXN;B4GALT7;MPZL1;MPHOSPH6
ChEA_2016,GRHL2 25758223 ChIP-Seq PLACENTA Mouse,23/1000,0.0281830456823988,0.5196082340066955,0,0,1.5912152799589103,5.67910254739855,POM121;CADM4;STEAP4;API5;SDC2;CRABP1;SIAH1;SLC3A2;KRI1;PAICS;NAPG;CDH6;ILF3;SPAST;NPC1;CNR1;NOVA2;SNRPA1;RPP14;MPZL1;CDKN3;GLYR1;DACT1
ChEA_2016,CEBPD 21427703 ChIP-Seq 3T3-L1 Mouse,36/1735,0.0292368528657252,0.5196082340066955,0,0,1.444780352078763,5.103434163175078,NOTCH2;RBM28;PHTF2;DDX3X;WDR1;FASTKD2;CRABP1;SLC3A2;HMGCR;PLCXD1;ETS1;LTBP1;EGFR;MALT1;PTHLH;ADAM28;HLX;ADAM23;CDC37L1;TNFRSF8;GPR135;MAGI1;SVIL;HSPA5;CSNK1A1;FUS;NRG1;PTPN12;USH2A;SKI;SLC7A6;COL4A6;CDK1;TLL2;ANAPC5;FGFR1
ChEA_2016,CHD1 19587682 ChIP-ChIP MESCs Mouse,20/843,0.0296918990860968,0.5196082340066955,0,0,1.6383440374934908,5.761861063490142,GCDH;TRAPPC3;DIDO1;WDR1;STAT1;CSNK1A1;POLDIP3;GOSR2;HUWE1;SLC3A2;PSEN1;HMGCR;RAD51;GM2A;GJB3;INCENP;CDC37L1;ANAPC5;MYBL2;EIF4G2
ChEA_2016,PAX3-FKHR 20663909 ChIP-Seq RHABDOMYOSARCOMA Human,24/1063,0.0305228789730464,0.5197138852167376,0,0,1.5617859982424571,5.449506689955137,MAGI1;APP;SVIL;CADM1;WDR1;DST;FHL2;NRG1;SSTR1;ETS1;QKI;PTHLH;JAKMIP2;GALC;ADAM28;HLX;RUFY2;APBA1;PDE5A;MET;FGFR2;GPR135;PICALM;DACT1
ChEA_2016,ASXL1 24218140 ChIP-Seq BMDM Mouse,19/807,0.0358162803146644,0.5323532616220668,0,0,1.622775800711744,5.402793044798445,NUP214;NOTCH2;CDV3;CSNK1A1;WDR74;ERLIN1;STK19;SLC3A2;CFLAR;BZW1;MALT1;BEST1;HSPD1;DSTYK;RAD51;INCENP;CDC37L1;MTA2;TNPO2
ChEA_2016,NFE2 27457419 Chip-Seq LIVER Mouse,22/972,0.0365194561399833,0.5323532616220668,0,0,1.5619083680424082,5.169776306837401,DDX18;DST;FASTKD2;STAT1;FHL2;CFLAR;BZW1;USH2A;PDC;HSPD1;PREX2;DSTYK;MYL1;HLX;ADAM23;COL4A3;NOS1AP;ADORA1;SAG;CHI3L1;MPZL1;TNS1
ChEA_2016,GATA3 24758297 ChIP-Seq MCF-7 Human,40/2000,0.0366733098543889,0.5323532616220668,0,0,1.3924646781789638,4.6030788977298975,MTMR1;PHTF2;PRPS1;CXCL9;SLC35D1;WDR1;CRABP1;AKAP5;ATP2C2;HMGCR;LTBP1;CRKL;SOCS2;DSTYK;UBR5;ATP6V0A2;TNFRSF8;CD59;AGFG2;NADK;TNS1;CA12;MAGI1;EIF2B2;CADM1;HSPA5;ARL15;TPM3;SLC11A2;WDR74;HUWE1;HDGFRP3;CFLAR;LARP4;KMO;SULT2B1;MFAP4;SLC7A6;RABEP1;CFB
ChEA_2016,CREB1 26743006 Chip-Seq LNCaP-abl Human,40/2000,0.0366733098543889,0.5323532616220668,0,0,1.3924646781789638,4.6030788977298975,FAM49A;TMEM87A;MTMR1;CLIC4;UBIAD1;SLC35D1;CBFB;DOCK9;ENO1;KLK2;PKMYT1;MED17;BEST1;SOCS2;LMAN1;CNN1;DSTYK;HNRNPA1;TGM4;TNPO2;NADK;SREBF1;CDV3;SORT1;TPM3;SLC11A2;SIAH1;WDR74;HUWE1;HDGFRP3;CFLAR;PTPN12;MTOR;SKI;GALC;MED25;SERINC2;CD44;FGFR2;ATG2B
ChEA_2016,SPI1 26923725 Chip-Seq HPCs Mouse,40/2000,0.0366733098543889,0.5323532616220668,0,0,1.3924646781789638,4.6030788977298975,FAM49A;ALK;DIDO1;RGS17;CLIC4;LTK;HSP90AB1;BZW1;ETS1;MALT1;CRKL;JAKMIP2;PREX2;CNN1;PSMD4;ADAM23;ATP6V0A2;ADORA1;TCEB2;TNFRSF8;NADK;PDLIM7;PSD;SREBF1;DST;CSNK1A1;CMA1;GALNT2;TEX10;SLC11A2;OVOL2;SQLE;SLC7A6;CYP2W1;RABEP1;INCENP;WDFY3;MET;PAFAH1B1;MPHOSPH6
ChEA_2016,IRF8 27001747 Chip-Seq BMDM Mouse,40/2000,0.0366733098543889,0.5323532616220668,0,0,1.3924646781789638,4.6030788977298975,FAM49A;APP;TMEM87A;DIDO1;VAC14;DCTN5;CLIC4;HSP90AB1;CSF1;HPGD;GOSR2;GRIK1;PTPRJ;AKAP5;NR2E1;LTBP1;SLC6A3;MALT1;RRP7A;IKBKB;GM2A;HLX;ATP6V0A2;PACSIN2;PDLIM7;IL13RA1;ERLIN1;DONSON;HDGFRP3;SYTL2;ACTA2;SQLE;PARP11;INCENP;YME1L1;APBA1;WDFY3;SERINC2;CDKN3;FGFR1
ChEA_2016,PRDM5 23873026 ChIP-Seq MEFs Mouse,23/1029,0.0371802277958268,0.5323532616220668,0,0,1.542951676224243,5.07936323529434,NUP214;PHTF2;POM121;DDX3X;HSPA5;SDC2;TEX10;NONO;SRRT;HUWE1;PTPN12;EGFR;QKI;GGCT;POLA1;SQLE;CYP2W1;UBR5;CDC37L1;ZNF711;UTP14A;MET;AGFG2
ChEA_2016,GF1 26923725 Chip-Seq HPCs Mouse,30/1432,0.0400453566797124,0.5532953192851069,0,0,1.4501505785385955,4.666211220867649,FAM49A;NOTCH2;RGS17;VAC14;CLIC4;CSF1;HMGCR;ETS1;PTHLH;CACNA1G;DSTYK;PSMD4;ADAM23;ADORA1;CDC37L1;TNFRSF8;WNT2;TNS1;DACT1;SREBF1;SORT1;GALNT2;SYNJ2;SYTL2;GALC;MYL1;INCENP;NOS1AP;CDKN3;MPHOSPH6
ChEA_2016,CDX2 20551321 ChIP-Seq CACO-2 Human,13/504,0.0415320510958461,0.5532953192851069,0,0,1.772085695835137,5.637518209606962,FAM49A;NOTCH2;UBIAD1;EMX2;DOCK9;ETS1;EGFR;CACNA1G;GIP;SULT2B1;PARP11;ADORA2B;CEACAM5
ChEA_2016,SUZ12 27294783 Chip-Seq NPCs Mouse,20/880,0.0432861658137575,0.5532953192851069,0,0,1.564784053156146,4.913300173005886,DDX18;DST;FASTKD2;STAT1;FHL2;CFLAR;BZW1;USH2A;PDC;HSPD1;PREX2;MYL1;HLX;ADAM23;COL4A3;NOS1AP;SAG;CHI3L1;MPZL1;TNS1
