gene_symbol,Module_1,Module_2,Module_3
RPS6,109.36113484488713,77.30513753529146,95.14174754676887
RPS7,76.17925024037878,51.32571962918559,76.20335954671226
USP22,15.637296114781984,8.756301688624538,16.39520674270333
C11ORF58,23.55850658780838,14.052227712048971,32.977794058280274
TCEB2,8.596319823342286,9.622479390797892,13.288793192272646
COX4I1,22.281414928891447,11.797058718336142,37.633784193104276
TMED2,34.63168475804586,20.555927892569716,41.54130885113683
FNTA,17.25206464019672,13.236812218657903,30.61416579643346
RPS25,60.89385145743504,38.55260807467156,75.68492044315911
RPL37,103.3458297478608,69.0301865098233,98.66421987751085
HINT1,14.78497065562479,9.20844191925931,18.194672447996382
EEF2,68.40985753833777,34.72453733462921,84.32288332560904
RPS10,157.89153142506902,97.7088303777673,145.93137417651945
ATP6V0E1,33.35118782264005,17.349082568187743,38.016165684581004
HNRNPK,51.94397996606762,17.553579402762423,34.53406054603528
ANAPC5,14.516159979389094,10.815260975009762,18.295779335160397
HNRNPU,22.781739565877345,6.769232989332897,9.111059788138407
EIF3A,22.274485348208483,6.839015293050144,19.78628175224015
MSN,55.544870373441086,15.77224758611669,45.98563816889932
ACTN4,32.81163766367353,3.7566734805116893,24.70994560531382
APP,10.625637047738541,8.438506830844757,14.353888139612835
PRKAR1A,48.63938852260977,15.454283169181243,48.21502259851934
DSP,9.269994378089708,7.77281163187756,9.78987298905882
RAD21,8.546619982007293,4.785138551814984,8.890132366990857
WDR1,27.715369133036074,8.808269614710643,14.224434963643365
NCL,62.59683468358272,16.61024816522567,50.49557006640072
AP2B1,8.53487609913988,3.2773511665125725,12.417575876995087
AP2M1,12.917823437411823,14.204272800233486,18.879519790358362
CLTC,41.617622152702474,30.527105633066935,49.853069248697764
MLEC,3.647509050512394,2.4182967333933303,7.472755966178495
LASP1,28.824813775441054,11.80155061914169,30.955324016890717
SF3B2,3.591830400950733,3.3829017846291616,7.4887548303180616
TMEM59,36.14610505467929,20.050155986984326,43.817699862042716
CSRP1,43.38665944246274,10.490393776806483,27.441068213165238
CAP1,33.42330759142644,11.369796774463108,28.702600686641315
PTGES3,34.92312357738053,19.22814061546082,48.44801838086624
WARS,19.53881692005094,2.020166018957375,9.915646699516467
NDRG1,70.3425040127864,9.898873898723547,53.1286078735872
UBB,169.90871208265946,68.9884675827917,139.29486909104338
PFN1,66.68595274689106,11.067859771260903,38.273878103208766
PTPRF,9.61391481555623,2.2136045881725375,13.946247865380101
YWHAZ,44.154435154289644,11.405018845451101,34.86974890917961
SOD1,69.58679009975594,23.379042478725367,80.10495166148267
HDLBP,9.194075855050501,4.722048986229503,11.437076001810846
MARCKSL1,21.004315361753118,9.007370444356145,15.30337198252254
GABARAP,55.15388769758825,31.332858902956907,58.140125808740926
NUCB1,8.789611884457614,2.367854866469911,8.94872777859934
GLUL,40.04365901800879,13.453909211552542,20.660419693680325
LDHA,166.92153417522428,29.342192109400074,107.25961772086592
SSR2,12.693010575306035,16.454136026189797,17.376752119034304
P4HB,44.707420199617026,18.655550099623145,54.79679005317559
SLC25A5,47.85914558880203,14.571471595664566,29.422391957851115
PHB,6.450310417444655,3.7894822608818135,7.16054536106671
S100A11,55.121900564445426,9.668546790186678,28.47681446531702
CTSA,13.899950052189263,4.017066272587328,13.101017830854811
TOMM20,22.17017926389619,15.217434417454934,22.115097482256015
CD63,111.8256753294151,50.19187091329033,90.39822990225227
DNAJB1,30.64812273183927,3.323245054492905,8.42255446420983
SPARC,106.73191652131348,51.37626356925967,102.03262174643717
UBE2D3,31.978106245764717,8.075496734128578,21.863946833068326
XBP1,29.49557714822446,7.376781858249119,7.196090848775745
SPTBN1,26.71165908561233,5.437622898508892,22.677008265766737
LAPTM4A,70.49205945029397,40.792136793797376,61.863260466225576
RPL32,133.70476831127277,80.06707164894043,142.60718659966258
CD81,101.8440575033672,28.66600831577002,115.57110869238979
UBE2L3,3.3512391787078264,1.709767229266392,4.632148883844874
PTTG1IP,34.4516628318382,21.956130494279254,23.36652754612456
GRN,21.84246810814356,12.20796037200273,18.612216620762194
HMGB1,16.467952271425702,12.52777445057459,18.00804896406435
GLO1,16.634679989221105,10.697239199548486,18.46157497664783
SRSF11,0.6843462745638067,2.7110126482577765,3.9419778120231737
SF3B3,4.788848486371482,3.157402983157334,5.364343333164215
HSPA9,6.385083208472911,0.8217221090917801,3.1459855733380486
YWHAQ,40.88750405624446,19.20457030844515,36.26390110421461
DDX24,25.40491693859253,8.337393612332775,22.12325591784696
PPP2R1A,10.614874956003172,3.276356583819181,10.916600923319502
GSN,118.8412386492064,41.26780905698853,160.1454642881709
HK1,22.355892729270913,3.3855936183395245,11.793010141732896
KDELR2,23.044668326969855,9.597520966624083,20.58515725929019
NPC2,27.503851745325672,33.08379109322614,43.42826390441027
DYNLL1,47.86921858729797,20.1723541637092,58.58766610489124
LITAF,77.39691797068822,2.7292280708299916,23.050994332898718
PRKCSH,8.354638755573063,2.8835052654377407,8.005208266358666
GOT2,5.873395650336957,3.11105475581555,6.323237072721025
ACADVL,35.6850783012599,6.758812793600904,29.5911971293714
SKP1,24.543871621955965,12.55252134342269,20.665347768032845
MAPRE1,11.859989827942593,2.6772030256822816,6.405964056826509
OS9,50.75434784248691,15.1749977813227,47.42686591198062
RPL7,223.73605895738126,93.94201129391863,180.38380147691294
ACTR1A,8.143048014947844,2.5527733364411516,5.999983664945541
CAPRIN1,6.3722488810483435,7.301071465495845,9.51846390300786
PPP1CC,21.841301070132904,13.050585745936827,29.51096098921086
ACTR2,11.169540401523284,3.686863102407944,6.054318205318099
PTP4A1,9.250147502592084,1.2142167437734452,3.1113876993226994
NACA,106.37858860164206,66.6989293935895,97.6746155284757
GPX1,61.56814940288312,16.178377651056802,74.3637622651135
PGK1,13.233554673300283,4.467452201246954,8.568309309189358
SUMO3,5.609355728605307,4.0117306117515685,3.957224590498157
RPS27,150.53872389170482,82.7564395774809,159.54356808867007
TPP1,24.0795345697701,11.870980843764393,29.90926573747633
GNB1,15.699256550246421,5.921179623448039,12.2078957649807
NUMA1,7.592111608329348,3.1415976036609123,12.432653599750573
FTH1,199.27814899977167,62.59102041894244,141.56643471958472
RAN,18.311356308035037,4.9903606672376135,7.313569033078122
CAPN1,5.942639438206022,1.0269141757141511,4.766996350667178
CALU,6.706569964621964,4.2228412910987485,3.306110984938872
NFE2L1,16.129908081292196,9.045323173904064,26.710912588105963
ARL6IP5,16.87062780350803,17.02618021800539,24.06535730396594
DPYSL2,40.25447947862687,24.080933422112402,48.728619819093396
RPLP1,162.80544790900683,80.04667104881432,150.27670636303262
CTNNA1,14.58144365252928,6.397425688410792,12.614415825310035
CTSD,7.510446956167587,4.994057491737914,8.845891539799817
FAM120A,3.8157759257299544,2.0335122386059425,4.803612835800535
MAT2A,107.32078883655116,6.654393033103545,15.738340572264308
LAMC1,14.9818815635795,3.631895593729749,18.125539748646656
PTMA,79.73843099549012,28.35393564112974,84.57978894737637
BZW1,24.281662155337344,7.556140260405854,9.43349641772236
ATF4,92.21728873562586,20.905782156317333,35.58389493270795
GNAS,127.45598660913474,49.358414615943275,113.40092720945317
RPS15A,119.99085114221204,81.0593616459651,92.9794031141242
ANXA5,91.6690481527433,24.878772383969995,71.69740611627616
STMN1,1.9563403986891386,2.065919745847081,1.6825538728788423
LRP1,8.486831059397927,1.6834140657401817,8.285689200680668
PSMB7,16.76371999958492,8.113284108379998,16.529438319525624
PEA15,35.54268938831123,2.7829026587595593,26.22928425703896
ECH1,13.469378519793226,5.937541237493567,20.93662050597944
ODC1,49.387581363739876,6.687546069623295,12.863531428627523
IQGAP1,23.94943181530392,13.578636896091243,21.549317211951436
XRCC6,30.265699705466243,15.786362020770502,27.926379715358646
ACO2,23.71984630790102,1.6177010066996493,19.145664021957085
DAZAP2,50.839042436959886,20.733379158940824,34.94452232982461
SPARCL1,121.73995888772238,68.69696221930775,97.02696600168274
MCL1,19.20012699593848,1.266130924627438,0.0
ACTB,280.37561186598685,95.01378828899126,190.46480228199894
SARS,16.930278252246236,7.951825345798635,16.188481621173477
TMBIM6,46.204104843934786,19.845027921782762,30.096304255474077
LMAN2,4.066436125175579,3.052315872814292,2.3403689776329535
HSPD1,40.256968938594596,10.010581009355096,16.186524795327678
ZYX,17.015800498897626,2.0710959338923693,16.613296725081153
RPL12,93.84290754931675,80.93421421811792,91.84715152792707
CIRBP,22.35302596230851,11.864964124899615,20.755899445078967
CCT7,6.8332529906365185,5.392878690381686,9.279587096250058
PAFAH1B1,11.34277448002005,5.164930232672185,8.455403919867509
PSME1,24.036104689009186,13.952308538758283,23.323246608484194
ATP5O,33.07073689595868,16.329809032660226,44.612759615506505
RPS15,135.20471976697263,68.78616011501599,119.7888010786675
PSMD8,10.99854197659846,3.8616712285416788,9.137026135765263
LAMP2,7.2290028563058515,5.529344425952955,7.56110269623363
TPI1,37.78630828037737,11.114142793464753,35.525473292451274
RPL29,35.955161867498944,45.09725214148172,53.12425984988288
GSTP1,19.72944627717023,9.592455364486485,13.845813432256248
HYOU1,19.529143628539476,6.297068097785518,16.516259241589893
SNRPD2,11.965631672126616,17.849295196652292,21.265597200496504
PLOD1,5.8731821047007,2.0619008384477033,4.367831043529873
ZNF207,31.779384890717587,11.97472929111918,18.934254383302232
PSMD2,13.695472062113499,6.926241534044732,11.484483748564893
SCD,66.88170948298699,19.819909473151387,61.1835763070192
RAP1B,52.890584603267115,18.03861419784876,38.31599095741502
RPS21,60.015530247170275,58.682353812444234,74.89119044497987
MAP4,0.319022229895825,0.25560660283767456,0.15559279625059333
BCAP31,27.496526629698387,4.908455791826997,28.00904730785525
CTSB,17.008018697023967,17.678130771564025,32.84084236644416
EPRS,2.5102958686495938,1.6124075463972962,1.9657972676759274
PRDX6,54.510603337445495,14.37340104117985,65.06759192498725
PPP1CA,6.276469287819392,4.088256697116128,5.644194744244355
SARAF,29.917359117343434,16.07011872311998,24.474533438435554
AHCYL1,25.531348914160027,5.00476595527681,22.871693670817546
IST1,29.916070016485413,8.87733907162187,25.30983468216679
GNB2,14.171613931165009,3.5985794553037485,12.602481457437703
H2AFZ,13.835817962590372,5.48276712659119,8.115703559852937
NCOR1,4.626098456135993,3.0491585667595547,7.492484002363373
FLNA,40.778643373012976,9.203588961116346,21.176891018130185
CNOT1,14.644509420983464,8.42029302875717,14.787369221658627
DHCR24,20.723653197820866,2.3669336405779675,11.996912887696789
RAB11A,25.468476369576724,10.701785341257905,22.073414325536458
PSAP,66.3172595660859,35.83200027889933,57.87388996270176
RNF114,6.076593591610578,3.143867629769724,4.170393710648874
STRAP,42.97726403106363,12.860769594472002,25.696259465740244
S100A10,82.43295874168761,36.31508740411733,71.83342289081233
CCT8,16.099420476468296,8.344551715854816,18.567923040721784
PSMB1,24.82023760773292,12.789207217965389,23.319125441141196
CCT4,22.867365919162868,16.026712422460708,34.88796851224386
EPAS1,93.42357087598357,20.059037604029413,71.43905991947253
DNAJA1,42.72717443514986,9.347132834331113,17.121987280878056
PSMD4,8.041774279748886,6.6472490184311965,12.546190180728171
UQCRC2,16.099293425589565,6.1607628526652345,20.10072579413222
CKB,9.539430701263415,1.5602115329553823,5.864710666187305
RHOC,28.009254791268003,6.439218514860321,22.25838261272647
PGAM1,31.28690243816249,13.407392986824627,29.997558115583704
STAT1,31.013133811527222,6.918291419346479,30.61606526955801
SSR1,6.971490383226856,5.977360378217431,3.165834959180439
TRA2B,24.397307161721137,4.498274705123824,13.300856181502919
FKBP4,3.4663745657998613,1.1797330198304026,1.8581221045867766
HDGF,30.072251056395267,5.873991439311291,21.560391906143316
PALLD,46.39024307713971,19.88716402536017,29.64118078862555
MGEA5,10.21457675642666,4.377189991774829,10.799275605847587
M6PR,2.5354586996933035,2.905424650470028,3.533035041828301
SEP15,15.778175675768788,9.309046612908334,17.962656956182055
AHCY,5.464027094368615,4.354759308677844,6.255682125751773
HLA-E,34.209881446719905,12.007265828612214,25.644662301814417
RPLP2,1.6934560584723433,0.0,1.0160422071841115
TACC1,77.58543915728984,21.80464887876831,61.89725964783319
PPM1G,3.3967310073846506,1.5538421590797264,4.139015299193268
KTN1,9.083314686616728,3.723560335168606,11.086517515785404
TAGLN2,44.53826452676075,12.824358844832314,22.69788635371032
SRPRA,2.4030565251931946,1.1009203851685043,1.0189411209109385
PHC2,35.15001997183426,5.758349677013572,11.989091508400959
BTG1,86.24229212366588,12.969962295327841,41.39030739037591
KDELR1,5.3378366744447066,3.7428930585070628,6.732122650887557
LGALS3BP,29.63078060052317,13.097842305755407,34.879828939521225
SLC3A2,6.5866917796459425,2.8026504913622383,3.353454550394206
COX6A1,46.3331090452637,17.420562220995517,53.209637608566034
RPS23,215.45746678434915,110.02075024474169,184.17391335986417
RAB14,6.47255517454563,5.8394143655056645,9.953470774427505
TMED10,12.664766759311208,6.082929097263285,11.310970717951138
VCL,0.8752157731253504,0.18093926207541047,0.006028814990736898
DCTN2,5.91476388726929,4.149063410368932,10.948879431865855
RPS4X,165.15650334792912,91.48161040205501,157.644833871408
DEK,24.700821550949854,6.554164798087671,19.906136852276823
CALR,1.5459096633214795,2.334125503820046,1.326760204011366
RPL8,78.55140506805945,51.42364831110965,79.24890970064428
RERE,0.23021120840707587,0.06156922130577607,0.001911727803394203
HSBP1,7.604489107210537,8.531633339139596,8.142865984592303
HMGN1,11.456855010746544,21.642130539017792,18.259370293254644
SEC31A,27.36120394459507,22.136877745114358,32.07593332182838
GLUD1,12.622452518548743,4.4618768588422215,10.143501384497783
MLF2,20.346553070842646,1.6245840758114118,19.87723066836276
ARPC1A,15.10061729349899,6.998927937896994,17.83746071949885
CCND2,1.7295024471828477,0.7823244643923991,1.3061726644543992
ATP6V0C,16.413648518087328,2.1669717560230377,12.092678902164286
IMMT,11.440007646354356,4.335947323726353,9.631696346563311
SSRP1,4.1839932393658295,2.5359968814680935,2.947811182693506
SDCBP,88.41535113041907,31.368810096253604,59.85891069832225
FUS,10.559777120695044,4.696086434618006,4.882672057816709
CLTA,16.416636152615197,15.775841360573013,25.714910567862024
SEPHS2,9.965530520628091,3.5232090875175137,4.852631811756972
RPL31,9.360396902335754,5.3193326754822925,9.298032392551308
UBA1,33.35644298983735,9.71298861340635,29.777752439934048
ABLIM1,27.192939975621986,10.362475266533657,30.46012669882533
ALDOA,74.16698928961239,14.157101480798232,70.1913073729444
PPIB,22.892286906907216,22.771773894990776,32.02325558132635
SERP1,12.412415501444968,4.691993673425127,11.481509508630817
TSPAN3,53.29833269818595,15.40786792433955,65.4061662234018
ACTA2,76.67644238674757,40.51944325759724,8.326067504146817
PPT1,24.971237348987287,10.842078424653064,21.314549784546035
TAX1BP1,20.895505562329394,7.754263089615169,16.476183743150337
MDH1,76.30422948826774,10.544024801926405,66.88626655697654
PDHA1,8.140468619412069,0.8553214274516769,11.167107406087712
ANXA6,20.977858188948947,5.207540754890102,24.335778156759403
CD59,68.26611013740586,27.45276854948272,30.081109494601193
SERPING1,33.89251307377619,23.993235450272284,47.70813847345288
PSME3,10.826357389710699,3.5354120228461374,5.168564820373099
HIF1A,87.47444721350519,9.839200628870062,25.929771184576765
TRIM28,11.241966356357254,3.1399340412022183,13.881453425551406
SNX17,8.443828145876884,5.207430965451325,12.048228989612632
IPO7,28.883928765912376,8.63482110537532,15.722410296817355
ACTR3,28.154834706561854,10.583517654100868,18.627883136259292
CKAP4,15.713730445698685,7.290624218995513,11.915852826791337
AARS,20.557407871056743,8.36811875519491,19.207546328803094
SSR4,23.625583690537738,13.01654757001119,21.86260008570985
CD9,19.1000567286198,14.086694761265079,12.283859580797655
PRDX2,3.38697829359908,1.198983126487764,1.2092048851925958
HADHB,28.339727427751967,11.39906897515575,37.18356540743386
TXNIP,21.677742339335726,61.699269434671386,103.4301209803597
RPN1,8.885804579484658,6.686502470317911,10.938003557551964
ANXA1,158.8635877517583,21.681521681787896,112.71925874025102
PAICS,7.359924181665177,3.1530428859920647,5.555059574903746
JUP,6.143136678701898,0.39605450077684334,8.536193213687158
EIF1AX,9.29442703905784,2.9509981871303514,5.72571675313583
YWHAH,19.630277785235748,4.343984884707989,12.929629185719882
DSTN,40.77709971177071,21.128712553348848,39.021699291728396
TAF7,24.840336274900267,5.582065189198741,17.71393764971288
EIF5B,10.443850855189233,3.7622110489557277,6.682203855727058
CD99,26.782273619430743,21.821830527918422,26.083890663773147
LDHB,92.83467021445239,23.552448275717342,93.34856641674268
HNRNPH1,41.54672450535172,15.620240320384468,19.018736457362813
BLCAP,28.474332550485787,7.210248706247295,41.738468643885426
RPLP0,165.3954175141601,82.9419815612008,130.0032390660174
ADD3,11.224451202100354,26.51790497337687,37.86311553092464
HADH,22.645417756934286,3.756245903779309,24.519152347571506
PFKP,9.372116117645241,2.1838876426609892,2.4580543421869234
ANP32A,4.552154099915193,1.5381038173996315,5.143773011061723
RAD23A,7.1630261176010945,2.071184528074102,7.886280514865091
GNAI2,16.133001571835592,2.3960162585292513,12.385759770714257
DUSP1,355.5794714939249,5.0707854279863955,56.08909000394766
TGM2,20.758427477225833,4.460916463465833,16.43295661027006
RPS18,189.11713143345827,89.36954601092306,151.30212444616583
PLD3,6.193495794171731,3.1132123529260847,11.418549857784612
PSMF1,5.712773414762623,2.7088797577095587,7.648828712576444
HNRNPA0,19.888803469885005,12.427612768385703,16.274441282961405
GOLGB1,5.265856797471471,2.723147297685528,5.386147708202856
MYL9,47.69612686144789,9.520816327221127,42.78187545682742
CTTN,12.327689736593598,4.815024710950611,12.602250289607706
STOM,63.72422525659003,4.622460281668778,38.38335496027887
RCN1,13.949349715196753,8.169918518934297,13.579341991969846
CYC1,10.751064764285148,4.504355998649494,10.572705041551686
PSMC2,5.207537461849239,3.516110751622339,6.823533832431113
MMP2,28.65606235033704,35.68169846981613,16.21451165317712
SF3B1,11.677584064917212,5.847857544030907,8.66335091371888
SMARCC1,3.2388600079222902,1.7069318959299706,3.4278713900754028
SNU13,8.530860691353206,3.125221584283597,9.682020345460776
TM9SF2,20.875556978301216,14.395527257447485,27.025412331417805
SYNGR2,14.188301382345664,5.005095771827744,12.865879649482315
PIP4K2B,5.5563070696593515,2.325051037584781,5.5963296337963575
BCLAF1,1.604156916222503,1.228377704086828,1.7566272911597673
SON,7.0944959534919345,2.21467892567014,6.020788565369839
PXN,19.898449459109692,5.070098301480266,11.22624426589937
KPNA2,16.850511038570204,5.43127426487641,7.3613497765881615
ATP6V1B2,27.130740965708927,8.215009794110058,13.84061221380265
TUBA1B,135.76941276294693,37.80504105637891,104.79112479808671
RBBP7,18.283495887501108,10.411258855789534,15.567067151705116
SDHA,8.406588964096303,4.397308828801141,12.244943988680946
RPS29,113.33308572033042,81.15463797859276,112.39307485882699
DAP,4.5264139081679025,2.581437443454817,5.362776773462173
ARF4,44.03540465260789,14.553069782148736,13.15708611409455
COPB2,8.696793024509248,5.385969378460361,9.879212865024416
USP9X,10.058710480394648,4.490483371155141,10.773122776473208
PFKL,5.28953491344751,2.225997251589834,6.277411068431159
LGALS1,124.34333286617164,67.66344354503002,128.0281720421594
GPX4,60.842168882830954,15.202333199544942,63.65817414226107
THBS1,5.340252375629517,0.0,0.0
CSE1L,3.644078575690832,2.2975018760387065,6.263576643635606
TUFM,12.438816230463075,4.943547456805258,13.184990495176097
PSMA7,17.255718568098228,7.229048348500916,16.672577617988168
POLD2,4.172945917539131,2.4659728834264927,3.6544415662180194
CPE,19.520126181585734,17.115067318319102,20.978993124993426
PGD,23.685279050796805,3.770217092068909,20.329399325313332
COX8A,37.7824272704632,15.86468029252073,39.710080201378325
PGRMC1,9.395213422492832,8.64296509251391,11.198698521127449
EIF5A,18.078580214384704,1.8438013634375636,14.434888682890483
ITGB5,10.357828882429208,3.9229067627989367,9.843687414831365
MGAT1,11.02005232711253,5.024554786716516,14.19901436584837
ACLY,4.468189015826329,1.769541126448627,2.2674662146853866
SRSF7,15.179833197345458,7.479295456661205,9.716365372481201
CDH1,0.7664374459237572,0.09841372305802662,0.35153469353582273
PJA2,15.905734172378049,7.479970985028231,17.67279779810746
COX7C,37.40358129921717,25.529559739614843,44.84980672168819
ECHS1,42.64373168495062,6.691459228511584,47.611978091959315
PLP2,20.267083023011658,4.58308145666765,13.64762031212748
HLA-DPB1,22.29804865305079,35.66880473075689,32.37686398785201
SSB,7.372073257838019,4.87658080718781,10.223724845374555
RAB5C,7.032734479250301,1.8156864609689778,8.315577702436709
GPNMB,25.82543146037157,47.44658066508686,35.50317411120699
EIF2S1,9.73746037066593,3.777080601374959,7.506877672763278
HAX1,13.253083842005292,4.612328547884163,15.332997562305584
NFE2L2,51.386326196499944,11.318599226299703,29.27009184040857
TIMP3,27.370755143125308,8.046224575200199,22.3221988207128
MBNL1,6.614500951958223,3.184530509698889,7.199402689372383
MFN2,12.061355077620648,3.139903421523795,11.799196782054072
NMT1,8.742896214648445,3.820266827132487,8.582900464302197
YBX3,130.2493900193555,14.003815691599252,57.625765785512336
IGFBP7,107.97628446622346,59.410924264062565,63.24836733423998
PUM1,8.534140067885533,5.278902617026835,8.676087755241893
ARHGDIA,8.401970906476887,1.2993148431012245,2.5091956457798394
BHLHE40,14.699535180186112,1.0568924134406377,2.3550113165605584
NUDC,15.58784660693056,4.565784562640136,14.380681668175697
TERF2IP,16.905357605774363,4.708585855491835,16.552475791017564
TMX2,16.912019842760547,4.408152629935521,12.822294453635099
ARCN1,14.32750211672736,4.917994502472022,13.245324135284358
UBA2,15.413055710858789,6.5481371961428945,19.132295761594794
FBXO7,20.832575552406198,8.059739057979087,19.76438332480766
GNAI3,8.5301114017552,3.2740553481360744,4.328975221562071
CHD4,3.5774205032556425,1.7717419606126874,2.386141553807904
HTRA1,24.308601434198845,34.494825483320376,31.682889416412195
LRPAP1,5.666994249645344,2.802430832908246,6.805447966792109
ITPR3,2.2150617785467874,0.7315482447998657,0.6980284784831263
PITPNA,13.643423117825284,4.494208646084295,6.7563889662051455
IDH1,20.610708340797956,10.614212156322385,21.671347043219814
SEPW1,21.113289699209723,14.392928578313228,21.691316158365673
SLC7A5,16.968097389488022,0.31325713570992303,0.1575443974222504
AMD1,16.77700628001659,2.528992211465471,2.9091239015086536
PSMD1,14.011384565166725,5.288297233042724,11.26890997440318
CREG1,23.91752927240104,17.727308525076104,42.45702553163153
CSTB,26.54228687028557,16.24493056343026,40.610822733566025
PCNA,1.5336116086359215,3.2593641559542634,4.371815760576124
RRBP1,3.6839125292372894,0.45233012508059894,0.14484058619725562
TNFAIP1,21.499346781869544,3.490947717798967,10.923405322939889
HDAC1,3.461140536066343,5.028007001154864,3.6683125423429623
DDX3X,94.86290389865088,19.604901242424262,43.66085993579496
LGMN,4.739327488950528,12.778678323069354,14.921470789283559
