gene_symbol,gene_title,logFC,P.Value,adj.P.Val
OSR2,odd-skipped related transciption factor 2,-0.5736851796468234,0.006143628758145402,0.8650998688947181
RGS20,regulator of G-protein signaling 20,1.0580357809208905,0.006175367114939576,0.8650998688947181
EHBP1,EH domain binding protein 1,0.48941034108873943,0.00618357490620304,0.8650998688947181
ZNF207,zinc finger protein 207,-0.25979397827290757,0.00635322240642696,0.8650998688947181
SULT2B1,sulfotransferase family 2B member 1,-0.7865963618908066,0.006362975284145102,0.8650998688947181
EDA,ectodysplasin A,-0.5265538326978373,0.0063719112382555655,0.8650998688947181
POP4,"POP4 homolog, ribonuclease P/MRP subunit",0.21252595219449585,0.006446998949377831,0.8650998688947181
PIAS1,protein inhibitor of activated STAT 1,0.4662431277166539,0.006656567897722829,0.8650998688947181
PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,0.3080164987839187,0.006780227901972258,0.8650998688947181
SLC4A4,solute carrier family 4 member 4,0.3468294164527791,0.006803437006648421,0.8650998688947181
LTBP1,latent transforming growth factor beta binding protein 1,-0.7837671204452958,0.0068956830344045865,0.8650998688947181
SRSF1,serine and arginine rich splicing factor 1,-0.405580646323522,0.00690648351678491,0.8650998688947181
HNRNPA3///HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,-0.32815532857015306,0.007111963451542808,0.8650998688947181
LEPROTL1,leptin receptor overlapping transcript-like 1,0.23195500547002051,0.007182899503907675,0.8650998688947181
EBF2,early B-cell factor 2,0.8028583746497788,0.007198718226107841,0.8650998688947181
WIPI2,"WD repeat domain, phosphoinositide interacting 2",0.2905458605910594,0.0072271416898650855,0.8650998688947181
JAKMIP2,janus kinase and microtubule interacting protein 2,-0.5456352187155077,0.007280578840682517,0.8650998688947181
LINC00623///LINC00869,long intergenic non-protein coding RNA 623///long intergenic non-protein coding RNA 869,0.5730954819896886,0.007286248114550457,0.8650998688947181
GLYR1,glyoxylate reductase 1 homolog,-0.6870050298826456,0.007394482444482583,0.8650998688947181
PCYOX1,prenylcysteine oxidase 1,0.6552793426042648,0.0074181438962996945,0.8650998688947181
KTN1,kinectin 1,0.26748856127196585,0.007435884915762748,0.8650998688947181
YY1,YY1 transcription factor,0.3016242878054853,0.00746795640900023,0.8650998688947181
ACTA2,"actin, alpha 2, smooth muscle, aorta",-0.7941025697364669,0.007472510341559626,0.8650998688947181
CACNA1G,calcium voltage-gated channel subunit alpha1 G,-0.5291646622863891,0.007506765379210867,0.8650998688947181
RMND5B,required for meiotic nuclear division 5 homolog B,0.43724810257015523,0.007640706662246456,0.8650998688947181
MAFG,MAF bZIP transcription factor G,0.326277191477438,0.00765020227477305,0.8650998688947181
HTATIP2,HIV-1 Tat interactive protein 2,0.6206495214485239,0.007659300695985645,0.8650998688947181
CRABP1,cellular retinoic acid binding protein 1,-1.3166491594427583,0.007709689129383525,0.8650998688947181
PLA2G12A,phospholipase A2 group XIIA,0.3413495924848395,0.007726038405191455,0.8650998688947181
LOC100507855///AK4,"adenylate kinase 4, mitochondrial-like///adenylate kinase 4",0.5667726840897604,0.007745206386615897,0.8650998688947181
ACTG2,"actin, gamma 2, smooth muscle, enteric",-1.1550437895845649,0.00780806518181872,0.8650998688947181
CCDC91,coiled-coil domain containing 91,0.36257294889206665,0.007937815959325693,0.8650998688947181
SREBF1,sterol regulatory element binding transcription factor 1,-0.6599889534770965,0.0079561328341531,0.8650998688947181
COX7A2L,cytochrome c oxidase subunit 7A2 like,0.3609719791261326,0.008128647576840252,0.8650998688947181
ATG2B,autophagy related 2B,-0.48898850472590855,0.008186722274146756,0.8650998688947181
NEK1,NIMA related kinase 1,0.5213134940396223,0.008265484207821418,0.8650998688947181
FKTN,fukutin,0.5411121277333679,0.00827718731357648,0.8650998688947181
SCPEP1,serine carboxypeptidase 1,0.3120024264693754,0.008337533736556654,0.8650998688947181
ADGRF5,adhesion G protein-coupled receptor F5,0.4297272780447655,0.008340788661301142,0.8650998688947181
NFAT5,nuclear factor of activated T-cells 5,0.45030724837010777,0.0083516336560225,0.8650998688947181
CNKSR2,connector enhancer of kinase suppressor of Ras 2,-0.7080088097475276,0.008402445708010495,0.8650998688947181
NR2E1,nuclear receptor subfamily 2 group E member 1,-0.6754747936265987,0.00841254088661825,0.8650998688947181
ADGRL3,adhesion G protein-coupled receptor L3,-0.8116550594912298,0.008602941462130432,0.8650998688947181
GRIK1,glutamate ionotropic receptor kainate type subunit 1,-0.8339020766691632,0.008649101076012357,0.8650998688947181
ALG11///UTP14A///UTP14C,"ALG11, alpha-1,2-mannosyltransferase///UTP14A small subunit processome component///UTP14, small subunit processome component homolog C (S. cerevisiae)",-0.32921392329057525,0.008687551799077079,0.8650998688947181
TMEM140,transmembrane protein 140,0.5846435975766912,0.00883635053881969,0.8650998688947181
ADAM28,ADAM metallopeptidase domain 28,-0.9919964235075808,0.008905127952308814,0.8650998688947181
VLDLR,very low density lipoprotein receptor,0.33327952876918526,0.008918790874392136,0.8650998688947181
AAAS,aladin WD repeat nucleoporin,1.1085578034801453,0.00892209934698065,0.8650998688947181
WDR74,WD repeat domain 74,-0.36850977348357994,0.008936534580846447,0.8650998688947181
GMFB,glia maturation factor beta,0.2777488221474577,0.008937643050094401,0.8650998688947181
AAMDC,adipogenesis associated Mth938 domain containing,0.43318335898046156,0.008945520017613045,0.8650998688947181
COL4A3,collagen type IV alpha 3 chain,-0.6498520314651794,0.009070758962555697,0.8650998688947181
NBN,nibrin,0.4193705115325299,0.009172290519060742,0.8650998688947181
LRP6,LDL receptor related protein 6,0.4380980508568273,0.00921146978127939,0.8650998688947181
DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,0.31701615719250537,0.009275512913725194,0.8650998688947181
TRAPPC3,trafficking protein particle complex 3,-0.30175261743660065,0.00937274891363511,0.8650998688947181
FBXO9,F-box protein 9,0.3576973897392982,0.009376859115826018,0.8650998688947181
FKBP9,FK506 binding protein 9,0.3609181496623684,0.009419857191635253,0.8650998688947181
SLC39A6,solute carrier family 39 member 6,0.3278458158229103,0.009525969464025575,0.8650998688947181
MED25,mediator complex subunit 25,-0.8379726549337886,0.009556504488602062,0.8650998688947181
PTP4A2,"protein tyrosine phosphatase type IVA, member 2",0.5096810127095024,0.009557842546811489,0.8650998688947181
CLDN10,claudin 10,-0.40051335027115925,0.0096489104188829,0.8650998688947181
CLIC5,chloride intracellular channel 5,0.6189693148723738,0.009745322106409828,0.8650998688947181
PTPN4,"protein tyrosine phosphatase, non-receptor type 4",0.30445022566889773,0.009781857028083173,0.8650998688947181
MTA2,metastasis associated 1 family member 2,-0.615029838580508,0.009836169858071368,0.8650998688947181
USP8,ubiquitin specific peptidase 8,0.28179134416891144,0.00996433919925633,0.8650998688947181
MINA,MYC induced nuclear antigen,0.2704933050830962,0.009964386781597572,0.8650998688947181
PSEN1,presenilin 1,-0.33648885650573773,0.010009541698697782,0.8650998688947181
KCNB1,potassium voltage-gated channel subfamily B member 1,0.42812248960454763,0.010150876434817272,0.8650998688947181
FXN,frataxin,-0.3766345025524718,0.010154284701127834,0.8650998688947181
ATP6V0A2,ATPase H+ transporting V0 subunit a2,-0.742454521317427,0.010258972182416204,0.8650998688947181
CSE1L,chromosome segregation 1 like,0.3294661951160102,0.010305622619074147,0.8650998688947181
SCD,stearoyl-CoA desaturase,0.7798357552444828,0.010317821940557524,0.8650998688947181
CLDN1,claudin 1,-0.9557082431883922,0.010352183275252374,0.8650998688947181
CLCN3,chloride voltage-gated channel 3,0.43097452767749533,0.010380428062529961,0.8650998688947181
NOTCH2,notch 2,-0.27625488900689965,0.010395869109284106,0.8650998688947181
FUS,FUS RNA binding protein,-0.41618131527540314,0.010409881251087662,0.8650998688947181
KIAA1033,KIAA1033,0.3735196637479166,0.010415221132602499,0.8650998688947181
LYPLA1,lysophospholipase I,0.43894609885661845,0.010543105915704945,0.8650998688947181
NRG1,neuregulin 1,-0.9862130482699243,0.01056700786233384,0.8650998688947181
MATN3,matrilin 3,-0.980001134695046,0.010608340745682378,0.8650998688947181
PLN,phospholamban,-0.8352192426802155,0.010657820239198973,0.8650998688947181
PDZD2,PDZ domain containing 2,0.5161605367861389,0.010758595773658666,0.8650998688947181
APP,amyloid beta precursor protein,-0.5098995517471279,0.010787377272205752,0.8650998688947181
BAG5,BCL2 associated athanogene 5,0.4907611288732431,0.010854513455973736,0.8650998688947181
SESN1,sestrin 1,0.46419007730891637,0.010862336443808632,0.8650998688947181
NSL1,"NSL1, MIS12 kinetochore complex component",0.40516928636055694,0.01088743986590118,0.8650998688947181
MYH11,myosin heavy chain 11,-1.3797680625578792,0.010900298859321495,0.8650998688947181
WDFY3,WD repeat and FYVE domain containing 3,-0.3160721291166593,0.011030322475402116,0.8650998688947181
SPAG4,sperm associated antigen 4,-1.2348804432830822,0.011077085320945217,0.8650998688947181
GSTM3,glutathione S-transferase mu 3,0.8534603325566144,0.011139238398024864,0.8650998688947181
ATP11B,ATPase phospholipid transporting 11B (putative),0.5019039080792091,0.011431526353753742,0.8650998688947181
ZNF124,zinc finger protein 124,0.9915770833370225,0.011492410211837239,0.8650998688947181
MFAP4,microfibrillar associated protein 4,-0.3277254825953018,0.011637876561729233,0.8650998688947181
SP140,SP140 nuclear body protein,0.5260265045154643,0.011649125919720548,0.8650998688947181
MYRIP,myosin VIIA and Rab interacting protein,0.6515790071340447,0.011687092874378914,0.8650998688947181
SKI,SKI proto-oncogene,-0.7131263819157843,0.011687589642311003,0.8650998688947181
KLF12,Kruppel like factor 12,-1.0569502912255464,0.011909650806569161,0.8650998688947181
ESYT1,extended synaptotagmin 1,0.4797519480271217,0.011911105126174368,0.8650998688947181
ALK,anaplastic lymphoma receptor tyrosine kinase,-0.8530678961023718,0.011996947148423856,0.8650998688947181
SLC25A36,solute carrier family 25 member 36,0.5329905178546595,0.0120224713347544,0.8650998688947181
BPTF,bromodomain PHD finger transcription factor,0.4698431001196318,0.012057728708883686,0.8650998688947181
ZNF148,zinc finger protein 148,0.4208249437287146,0.012203800656353413,0.8650998688947181
DDX18,DEAD-box helicase 18,-0.3596146114887118,0.012226390054744811,0.8650998688947181
CLIC4,chloride intracellular channel 4,-0.542056613064693,0.012257331991121764,0.8650998688947181
NTHL1,nth like DNA glycosylase 1,0.6843715579868075,0.012267703923991517,0.8650998688947181
ZFYVE9,zinc finger FYVE-type containing 9,0.31365055505058814,0.012285494259641355,0.8650998688947181
IZUMO4,IZUMO family member 4,-0.7324326513357727,0.012286505363404495,0.8650998688947181
NADK,NAD kinase,-0.6607562638109121,0.01228978636975684,0.8650998688947181
ALDH3A2,aldehyde dehydrogenase 3 family member A2,0.40890224303378364,0.012310752117308678,0.8650998688947181
NPR3,natriuretic peptide receptor 3,1.1778388206091985,0.01231544347451311,0.8650998688947181
EML2,echinoderm microtubule associated protein like 2,-0.8876863847113665,0.012381576726023871,0.8650998688947181
GSTM1,glutathione S-transferase mu 1,0.41846471064376356,0.01238769038459165,0.8650998688947181
SCAF11,SR-related CTD associated factor 11,0.3061796829995089,0.012496333719617274,0.8650998688947181
WASL,Wiskott-Aldrich syndrome like,0.8296831215918427,0.012524414983687854,0.8650998688947181
FASTKD2,FAST kinase domains 2,-0.34001576321581084,0.0125303406053355,0.8650998688947181
KRI1,KRI1 homolog,-0.574257800377914,0.012574387925001849,0.8650998688947181
SYTL2,synaptotagmin like 2,-0.627390187771844,0.012625983080435341,0.8650998688947181
CST3,cystatin C,0.40061140036590337,0.012628059232594087,0.8650998688947181
HIGD1A,HIG1 hypoxia inducible domain family member 1A,0.5133694994594475,0.01266511211170446,0.8650998688947181
NMT2,N-myristoyltransferase 2,0.39751705323222863,0.012689266866963452,0.8650998688947181
PCOLCE2,procollagen C-endopeptidase enhancer 2,0.5571897503235782,0.01274492979216569,0.8650998688947181
PHTF2,putative homeodomain transcription factor 2,-0.5294673881294528,0.012768515729069892,0.8650998688947181
EXT1,exostosin glycosyltransferase 1,0.32855132522212926,0.01278252830508114,0.8650998688947181
OVOL2,ovo like zinc finger 2,-0.4716918017648205,0.012789095038546692,0.8650998688947181
PRRG1,proline rich and Gla domain 1,0.35930689657176135,0.012919302070749908,0.8650998688947181
UBR5,ubiquitin protein ligase E3 component n-recognin 5,-0.2701447949969838,0.012969538008225652,0.8650998688947181
WNT2,Wnt family member 2,-1.0946980371612236,0.01297239973108652,0.8650998688947181
NCKAP1,NCK associated protein 1,0.44094097571034835,0.013151494467144562,0.8650998688947181
SETX,senataxin,0.2944001479820082,0.013193317151907663,0.8650998688947181
HSPA5,heat shock protein family A (Hsp70) member 5,-0.3977283847556541,0.013251551526808953,0.8650998688947181
NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,0.19857350404848836,0.01327957752225565,0.8650998688947181
SCARB1,scavenger receptor class B member 1,0.4093125114452138,0.013283414420481884,0.8650998688947181
SERHL2///SERHL,serine hydrolase-like 2///serine hydrolase-like (pseudogene),0.7536996099260074,0.013331613757078378,0.8650998688947181
TCF4,transcription factor 4,0.7304063025512005,0.013422289874877147,0.8650998688947181
F11R,F11 receptor,0.2782829589722551,0.013524034646814584,0.8650998688947181
SQLE,squalene epoxidase,-1.964195909737447,0.01353862826673286,0.8650998688947181
PHKB,phosphorylase kinase regulatory subunit beta,0.1812186976989464,0.013681975942179406,0.8650998688947181
MTDH,metadherin,0.2743600734411194,0.013686292791664733,0.8650998688947181
FAM49A,family with sequence similarity 49 member A,-0.4130873463727996,0.013689961395094909,0.8650998688947181
CDC16,cell division cycle 16,0.5753200704884608,0.013704464161796735,0.8650998688947181
DYNLRB1,dynein light chain roadblock-type 1,0.20269224305821237,0.01374660944443246,0.8650998688947181
ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,0.39802653129346527,0.013746694337283653,0.8650998688947181
INPP4A,inositol polyphosphate-4-phosphatase type I A,0.4914156419836453,0.013850182047225122,0.8650998688947181
ANKRD46,ankyrin repeat domain 46,0.32277968221875053,0.013914798142554854,0.8650998688947181
ARIH2,ariadne RBR E3 ubiquitin protein ligase 2,-0.360163581677613,0.013934661655384768,0.8650998688947181
KMO,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase),-0.6215638421645677,0.014010784789032331,0.8650998688947181
CSRP2,cysteine and glycine rich protein 2,-0.3350337066384561,0.014020717273514227,0.8650998688947181
IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",-0.8950430893491169,0.01413066437353635,0.8650998688947181
SLC11A2,solute carrier family 11 member 2,-1.2255730309922268,0.014161527089457214,0.8650998688947181
STXBP5L,syntaxin binding protein 5 like,-0.5942762518607858,0.014179593311930656,0.8650998688947181
FGFR1,fibroblast growth factor receptor 1,-0.6725969483759908,0.014272025825054144,0.8650998688947181
TSR1,"TSR1, ribosome maturation factor",-0.4336153268331601,0.01432824769661595,0.8650998688947181
TRAK2,trafficking kinesin protein 2,0.5250029496920094,0.014346627377454003,0.8650998688947181
SVIL,supervillin,-0.6238366613096659,0.014355832438358338,0.8650998688947181
TNPO1,transportin 1,0.36125171455266464,0.014385046384528678,0.8650998688947181
COMMD9,COMM domain containing 9,0.5230316980773996,0.014386005391181263,0.8650998688947181
PTPN12,"protein tyrosine phosphatase, non-receptor type 12",-0.3733899379729276,0.014409260979884908,0.8650998688947181
HNRNPDL,heterogeneous nuclear ribonucleoprotein D like,-0.3927353774517553,0.01441767098092634,0.8650998688947181
USH2A,usherin,-1.0588936890535685,0.014464761625427763,0.8650998688947181
TGFBR3,transforming growth factor beta receptor 3,0.648076273643712,0.014575029584772862,0.8650998688947181
CD46,CD46 molecule,0.3485828349214301,0.0145895565613758,0.8650998688947181
RAP2A,"RAP2A, member of RAS oncogene family",0.44083708527053567,0.014695582934457213,0.8650998688947181
SORT1,sortilin 1,-0.6155242359183123,0.014741872042763568,0.8650998688947181
VPS4B,vacuolar protein sorting 4 homolog B,0.4062466320748067,0.014759166641735533,0.8650998688947181
INE1,inactivation escape 1 (non-protein coding),-0.7851021152104767,0.014770178931425874,0.8650998688947181
HSP90AB1,heat shock protein 90 alpha family class B member 1,-0.27957121399074436,0.014790907342016126,0.8650998688947181
HNRNPA3,heterogeneous nuclear ribonucleoprotein A3,-0.1970327031941129,0.014865364162835328,0.8650998688947181
GCN1,"GCN1, eIF2 alpha kinase activator homolog",-0.28353674811263,0.01488983262275838,0.8650998688947181
TNS3,tensin 3,0.3709626590814315,0.014891234260638927,0.8650998688947181
NQO1,NAD(P)H quinone dehydrogenase 1,0.8254613712256614,0.015070377314836113,0.8650998688947181
EPX,eosinophil peroxidase,0.6229477103688699,0.015085097398078364,0.8650998688947181
CUEDC1,CUE domain containing 1,0.9333051556663435,0.015099201845616663,0.8650998688947181
NCOA2,nuclear receptor coactivator 2,0.41075842798528284,0.01535669242596426,0.8650998688947181
RPP14,ribonuclease P/MRP subunit p14,-0.28891755533557917,0.015536402685318087,0.8650998688947181
BZW1,basic leucine zipper and W2 domains 1,-0.43744938451603355,0.01559059298770581,0.8650998688947181
HR,hair growth associated,-0.610450105293822,0.01561768891938827,0.8650998688947181
LOC284009///METTL16,uncharacterized LOC284009///methyltransferase like 16,-0.526102658282585,0.01566390610839138,0.8650998688947181
CENPI,centromere protein I,-1.0165353677262996,0.015686962676238793,0.8650998688947181
SFTPC,surfactant protein C,-0.5541865341862854,0.015700684610024062,0.8650998688947181
PDCD11,programmed cell death 11,-0.29014337947594904,0.01584836098524194,0.8650998688947181
INCENP,inner centromere protein,-0.764144609092646,0.016012109347357157,0.8650998688947181
GRK4,G protein-coupled receptor kinase 4,0.5178977270805507,0.016036381896583754,0.8650998688947181
YME1L1,YME1 like 1 ATPase,-0.9047112975492716,0.016042837224945667,0.8650998688947181
NPM3,nucleophosmin/nucleoplasmin 3,0.2239377856394777,0.01604704497993866,0.8650998688947181
TBC1D3P1-DHX40P1///RNFT1,"TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene///ring finger protein, transmembrane 1",-0.3297130299685497,0.016325662171837674,0.8650998688947181
HPGD,hydroxyprostaglandin dehydrogenase 15-(NAD),-0.8135600715843124,0.01635038269221875,0.8650998688947181
MIR6758///MARS,microRNA 6758///methionyl-tRNA synthetase,-1.1446877099432895,0.016355362242811002,0.8650998688947181
MTOR,mechanistic target of rapamycin,-0.665419525022752,0.016371947706789947,0.8650998688947181
ZNF329,zinc finger protein 329,0.39023979284627636,0.01642535226786651,0.8650998688947181
PSMD4,"proteasome 26S subunit, non-ATPase 4",-0.8530678961023718,0.0165053176441021,0.8650998688947181
TMEM106B,transmembrane protein 106B,0.5455205953510063,0.016508220330350966,0.8650998688947181
TEAD1,TEA domain transcription factor 1,0.710158471080948,0.01653852561345801,0.8650998688947181
EMC1,ER membrane protein complex subunit 1,-0.8062021492908055,0.01654911125186251,0.8650998688947181
LZTS3,leucine zipper tumor suppressor family member 3,0.46020155463591844,0.016621638690893042,0.8650998688947181
RNF130,ring finger protein 130,0.27326687380756737,0.01678904613465837,0.8650998688947181
SMAD3,SMAD family member 3,0.24795304267287382,0.016828606890412028,0.8650998688947181
GUSBP11,"glucuronidase, beta pseudogene 11",-0.7814722877544299,0.016867681325386217,0.8650998688947181
NOP14-AS1,NOP14 antisense RNA 1,-0.6085069651528866,0.016924995653516916,0.8650998688947181
OR1D2,olfactory receptor family 1 subfamily D member 2,-0.5510611929166516,0.016961536238187816,0.8650998688947181
WDR1,WD repeat domain 1,-0.8345426946052743,0.016988259317803803,0.8650998688947181
