Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
ChEA_2016,CLOCK 20551151 ChIP-Seq 293T Human,18/407,4.7097851887657455e-05,0.0027231121636863,0,0,3.1686812886287807,31.57046893971175,HEXIM1;SCARB1;ANKRD46;ZFAND6;NPR3;MINA;F11R;DYNLL1;COMT;TOB2;TPD52L2;MTDH;LASP1;TMEM33;DNAJB4;SLC39A6;VAMP3;HIST1H1C
ChEA_2016,SMARCA4 23332759 ChIP-Seq OLIGODENDROCYTES Mouse,62/2522,5.267706227357969e-05,0.0027918843004997,0,0,1.825647332103573,17.98505515032091,NCKAP1;UBE2D4;CELF2;ZBTB20;PPP1R9A;EEA1;UCHL1;LASP1;PPAT;ARL6IP5;BBX;PHACTR2;NBN;PDE8B;TEAD1;RAB2A;NCOA2;AKTIP;HUS1;CACYBP;PIAS1;INPP4A;TGFBR3;RAP2A;ZEB1;RASA1;EHHADH;PLSCR4;FKBP9;KIF20B;IL6ST;CUEDC1;PON2;SDC3;KCNA4;CLCN3;SLC5A3;PAPSS2;MYL12B;TRAK2;CST3;PDZD2;DNAJB4;CTNNA1;FYN;TRPM3;MOAP1;NTRK2;HSPA4;CAV1;NEK7;EXT1;TJP1;NELL2;WNK1;GNAQ;PKN2;TCF4;SERINC3;FERMT2;ZCCHC2;MON1B
ChEA_2016,DACH1 20351289 ChIP-Seq MDA-MB-231 Human,46/1698,6.341240035964504e-05,0.0030913507509927,0,0,1.9785323444738896,19.12419909040693,CSTB;TUFT1;KIAA1033;WASL;TOB2;LRP6;AURKA;RMND5B;NIPBL;AKAP10;LASP1;SCRN1;GRK4;SESN1;FAM63A;TEAD1;RNF130;PAK2;HIST1H1C;SMAD3;KCNB1;HSPA4;BAD;NCOA3;USP22;DENND2A;ANXA11;ATP11B;VEZF1;MINA;WIPI2;DYNLL1;ATG12;EXT1;ALDH3A2;DYNC1LI2;GLB1L;WNK1;MAFG;SSPN;FKBP9;SCLY;CPEB3;SERINC3;SKAP2;BMPR1A
ChEA_2016,YAP1 20516196 ChIP-Seq MESCs Mouse,58/2329,6.804860143694668e-05,0.0030913507509927,0,0,1.8393651902718795,17.6492394387603,SCARB1;CNTNAP2;ZFYVE9;ZFAND6;ZBTB20;PPP1R9A;CHRDL1;EEA1;SCPEP1;NIPBL;AKAP10;LASP1;SCRN1;CHL1;SPIN1;PHACTR2;TLK1;CD36;TNS3;FBXO9;HIST1H1C;NCOA2;ANXA11;ATP11B;PIAS1;TGFBR3;TMEM33;TMEM106B;CUEDC1;SKAP2;NFAT5;PIK3R1;TOB1;PAPSS2;PDZD2;CTNNA1;RREB1;BPTF;KLHDC10;HEXIM1;ATF7IP;NTRK2;SMAD3;HSPA4;USP22;AMMECR1;PARVA;PHKB;LSM4;TJP1;NELL2;MSRA;CDC16;PKN2;TLL1;CPEB3;TRIM33;SLC25A36
ChEA_2016,NCOR 22465074 ChIP-Seq MACROPHAGES Mouse,51/2000,0.00011327861633529252,0.0048030133326164,0,0,1.8654422719095984,16.94877449829927,YWHAB;RNF14;HFE;FAM69A;ITGAE;EEA1;YY1;AKAP10;SESN1;UBXN4;TNS3;CEP290;NCOA2;NCOA3;VEZF1;WIPI2;AES;PTP4A2;RAP2A;TMBIM4;TRIM16;IL6ST;RHOQ;ALDH9A1;RTN3;NFAT5;LEPROT;SP140;PON2;CCDC69;SDC3;TOB1;EHBP1;MTDH;RMND5B;RNF130;SPEN;GSTM1;HSPA4;NAGA;TPD52L2;MED13L;EXT1;TJP1;GLB1L;RAB14;TCF4;ESYT1;CDK13;ZCCHC2;TRIM33
ChEA_2016,AR 22383394 ChIP-Seq PROSTATE CANCER Human,48/1857,0.0001348714485197794,0.0053611400786612,0,0,1.8838084708731475,16.786972318503757,NCKAP1;CLIC5;CNTNAP2;PARG;ZFYVE9;ZFAND6;ZBTB20;TTK;WASL;SLC4A4;CHRDL1;TOB1;SCPEP1;UCHL1;AKAP10;PDZD2;SCRN1;NTHL1;PPAT;DNAJB4;SLC39A6;NEK1;TNS3;USP8;HSPA4;NCOA3;ATRX;EBF2;PARVA;MYRIP;KTN1;PIAS1;SETX;TJP1;TGFBR3;ERP44;WNK1;TMEM33;NOVA1;RASA1;TLL1;MXRA7;CPEB3;FBXL5;FERMT2;ZCCHC2;TRIM33;SLC25A36
ChEA_2016,CREM 20920259 ChIP-Seq GC1-SPG Mouse,116/5776,0.00015179044397562613,0.0056787483746175,0,0,1.563834690428637,13.750813518308462,NCKAP1;SCARB1;GMFB;POP4;CSE1L;UBE3A;YY1;CCDC91;GOLGA5;SESN1;SLC39A6;NEK1;NBN;FBXO9;RAB2A;USP8;ANXA11;ATP11B;ATG12;PIAS1;INPP4A;COX7A2L;DYNC1LI2;FEZ2;PPIG;IL6ST;SKAP2;SIDT2;RTN3;AAAS;SLC5A3;MTDH;BAG5;TPR;ZC3H14;KLHDC10;HEXIM1;SMAD2;MOAP1;HSPA4;NR1D2;LSM4;SMAD5;MED13L;EXT1;SETX;WNK1;GNAQ;MAFG;NMT2;NDUFAF3;PIN1;CPEB3;FBXL5;SERINC3;GRSF1;ZCCHC2;MON1B;BMPR1A;KDM5A;RNF14;CHD4;WASL;NIPBL;SPIN1;ME1;TLK1;UBXN4;TNPO1;TEAD1;NCOA2;LYPLA1;PLA2G12A;NCOA3;AKTIP;CACYBP;VEZF1;WIPI2;DYNLL1;SLC25A16;RAP2A;ZEB1;TMEM33;RASA1;VAMP3;NFAT5;WRB;VPS4B;ZBTB48;CSTF2T;TTK;TOB2;CLCN3;ATP2C1;TOB1;NSL1;TRAK2;LRP6;AURKA;LEPROTL1;DNAJB4;RNF130;PAK2;ATF7IP;SPEN;RRM1;USP22;NPM3;TPD52L2;TJP1;NELL2;YIPF6;PKN2;PTPN4;TRIM33;SLC25A36
ChEA_2016,TCF4 23295773 ChIP-Seq U87 Human,83/3812,0.00016505983272475496,0.005832114089608,0,0,1.6381666672845665,14.267125278724103,KDM5A;CLIC5;DENND1B;CNTNAP2;ZBTB20;WASL;ITGAE;PPP1R9A;PCSK5;SCPEP1;NIPBL;CCDC91;GOLGA5;SCRN1;CHL1;PPAT;SESN1;BBX;NEK1;TLK1;CD36;UBXN4;PDE8B;TNPO1;TNS3;TEAD1;SPTAN1;AASS;ZNF124;NCOA2;ANKRD46;NCOA3;ATP11B;WIPI2;MYRIP;PIAS1;INPP4A;TGFBR3;PTP4A2;COX7A2L;RASA1;KLRF1;TRIM16;KIF20B;SYNC;IL6ST;CUEDC1;SKAP2;DDR2;NFAT5;PARG;PRIM1;CCDC69;SDC3;HIGD1A;PAPSS2;EHBP1;NSL1;LRP6;PDZD2;DNAJB4;RNF130;TRPM3;BPTF;ATF7IP;MOAP1;HSPA4;NEK7;ERAP1;PHKB;SETX;ALDH4A1;TJP1;NELL2;EXT2;MSRA;WNK1;SSPN;TLL1;ESYT1;PTPN4;ZCCHC2;BMPR1A
ChEA_2016,GATA4 21415370 ChIP-Seq HL-1 Mouse,51/2039,0.0001823790376058501,0.0061048983114379,0,0,1.824828489006327,15.71072111674697,NCKAP1;POP4;SLC4A4;AKAP10;CCDC91;ARL6IP5;NEK1;PHACTR2;NBN;TNPO1;ANXA11;GTPBP8;TGFBR3;PLSCR4;IL6ST;DDR2;ALDH9A1;NFAT5;PCOLCE2;WRB;PON2;VPS4B;CSTF2T;PIK3R1;CLCN3;NSL1;MTDH;CST3;KCNV2;PDZD2;GRK4;DNAJB4;TPR;RREB1;ATF7IP;NQO1;SMAD3;CAV1;NEK7;LSM4;SMAD5;MED13L;EXT2;RAB14;CAPZA1;PSMC2;SSPN;SERINC3;PTPN4;ZCCHC2;MON1B
ChEA_2016,SPI1 23547873 ChIP-Seq NB4 Human,72/3198,0.0001925324633172632,0.0061225323334889,0,0,1.67431053641782,14.324138147490796,DENND1B;SCARB1;YWHAB;RNF14;POP4;CSE1L;CELF2;QPRT;KIAA1033;F11R;COMT;SLC4A4;EEA1;NIPBL;AKAP10;LASP1;SCP2;MLX;TLK1;ARHGEF40;TNPO1;SPTAN1;RAB2A;SCAF11;WIPI2;ATG12;PIAS1;SLC25A16;PTP4A2;TMBIM4;TST;TMEM33;PPIG;STAMBP;KIF20B;CD46;CUEDC1;VAMP3;LEPROT;PON2;VPS4B;PIK3R1;AAAS;TOB2;ATP2C1;EHBP1;MYL12B;TRAK2;COMMD9;BAG5;FAM63A;RREB1;PAK2;KLHDC10;SMAD2;SPEN;NAGA;NR1D2;MRPL24;LSM4;TPD52L2;MED13L;SETX;WNK1;CAPZA1;NDUFAF3;SCLY;CPEB3;GRSF1;PTPN4;TRIM33;MON1B
ChEA_2016,MITF 21258399 ChIP-Seq MELANOMA Human,112/5578,0.0002181126986167052,0.0066056988723916,0,0,1.551377568099898,13.078886513091785,NCKAP1;SCARB1;GMFB;UBE2D4;ZFYVE9;CSE1L;ZBTB20;COMT;SLC4A4;GOLGA5;PPAT;SESN1;SLC39A6;BBX;NBN;ANKS1A;TNS3;RAB2A;ANKRD46;HUS1;DNAJB14;COX7A2L;DYNC1LI2;MXRA7;FKBP9;SKAP2;SIDT2;RTN3;AAAS;MTDH;STK3;KCNV2;COMMD9;NTHL1;GRK4;RREB1;SCAI;TRPM3;BPTF;HEXIM1;SMAD3;HSPA4;CAV1;NR1D2;PARVA;MINA;MED13L;EXT1;MSRA;CDC16;PIN1;TCF4;DYNLRB1;CPEB3;FBXL5;ZCCHC2;CLIC5;RNF14;QPRT;FAM69A;KIAA1033;CHD4;WASL;CHRDL1;EEA1;AKAP10;LASP1;SCRN1;CHL1;MLX;TEAD1;CEP290;NCOA2;NCOA3;DENND2A;ATRX;H2AFV;CACYBP;VEZF1;MYRIP;DYNLL1;SLC25A16;TGFBR3;PTP4A2;TMBIM4;ACOX1;EHHADH;TMEM106B;CUEDC1;RHOQ;DDR2;ALDH9A1;CSTB;PCOLCE2;TOB2;TRAK2;CTNNA1;FAM63A;RGS20;FYN;RNF130;ATF7IP;NQO1;NTRK2;KCNB1;TPD52L2;SCD;PKN2;SCLY;PTPN4;TRIM33;SLC25A36
ChEA_2016,STAT3 23295773 ChIP-Seq U87 Human,71/3165,0.00024133153799215225,0.0069766753710458,0,0,1.664054671247068,13.8604752941841,CLIC5;DENND1B;CNTNAP2;ZBTB20;UBE3A;CHD4;WASL;SLC4A4;PCSK5;SCPEP1;LASP1;CCDC91;CHL1;PPAT;BBX;NEK1;TLK1;CD36;NBN;PDE8B;TNPO1;TNS3;TEAD1;AASS;ZNF124;RAB2A;USP8;DENND2A;PEX1;MYRIP;RASA1;EHHADH;FEZ2;SKAP2;DDR2;NFAT5;SP140;CCDC69;TOB1;PAPSS2;EHBP1;TRAK2;STK3;LRP6;KCNV2;PDZD2;CTNNA1;FYN;SCAI;TRPM3;BPTF;FKTN;RRM1;KCNB1;HSPA4;CAV1;NAGA;PARVA;LSM4;EXT1;SETX;TJP1;NELL2;MSRA;GNAQ;RAB9A;TLL1;CPEB3;GRSF1;ZCCHC2;BMPR1A
ChEA_2016,TRIM28 19339689 ChIP-ChIP MESCs Mouse,69/3072,0.0002925323134037106,0.0074420220529903,0,0,1.66081105042144,13.513912269108577,YWHAB;RNF14;CSE1L;UBE3A;VLDLR;WASL;EEA1;YY1;NIPBL;AKAP10;LASP1;GOLGA5;NBN;TNPO1;TEAD1;FBXO9;LYPLA1;ANKRD46;CACYBP;WIPI2;DYNLL1;SLC25A16;DYNC1LI2;TMEM106B;IL6ST;VAMP3;NFAT5;PARG;CCDC69;NPR3;AAAS;HIGD1A;CLCN3;TROVE2;MTDH;STK3;AURKA;BAG5;DNAJB4;TPR;CTNNA1;RGS20;RREB1;MEST;ATF7IP;NQO1;NTRK2;GSTM1;SMAD3;KCNB1;HSPA4;USP22;NEK7;NR1D2;PHKB;NPM3;TPD52L2;SETX;GNAQ;MAFG;CDC16;PSMC2;NMT2;TLL1;SCLY;CPEB3;TRIM33;SLC25A36;BMPR1A
ChEA_2016,NRF2 20460467 ChIP-Seq MEFs Mouse,31/1055,0.000282085412614837,0.0074420220529903,0,0,2.1018093633829,17.178719838588382,CSTB;HFE;FAM69A;ZBTB48;KCNA4;ZBTB20;CSTF2T;SLC4A4;MTDH;EEA1;SCPEP1;CTNNA1;FYN;CEP290;HIST1H1C;GSTM3;NQO1;GSTM2;GSTM1;SMAD3;AKTIP;NEK7;NR1D2;KTN1;EXT1;MAFG;SSPN;TCF4;SYNC;DDR2;BMPR1A
ChEA_2016,NFE2L2 20460467 ChIP-Seq MEFs Mouse,31/1055,0.000282085412614837,0.0074420220529903,0,0,2.1018093633829,17.178719838588382,CSTB;HFE;FAM69A;ZBTB48;KCNA4;ZBTB20;CSTF2T;SLC4A4;MTDH;EEA1;SCPEP1;CTNNA1;FYN;CEP290;HIST1H1C;GSTM3;NQO1;GSTM2;GSTM1;SMAD3;AKTIP;NEK7;NR1D2;KTN1;EXT1;MAFG;SSPN;TCF4;SYNC;DDR2;BMPR1A
ChEA_2016,FOXM1 26456572 ChIP-Seq MCF-7 Human,49/2000,0.0004009746688611118,0.0088555754652042,0,0,1.7759837125102869,13.891056054944034,CLIC5;SLC4A4;EEA1;YY1;UCHL1;CCDC91;SLC39A6;PDE8B;TEAD1;NCOA2;ANKRD46;NCOA3;CACYBP;ATP11B;MYRIP;DYNLL1;PTP4A2;FEZ2;TMEM106B;IL6ST;CUEDC1;PIK3R1;CLCN3;PAPSS2;EHBP1;MYL12B;TRAK2;STK3;RMND5B;RNF130;PAK2;KLHDC10;ATF7IP;NQO1;SMAD3;HSPA4;MINA;MED13L;KTN1;EXT1;TJP1;NELL2;EXT2;NOVA1;GNAQ;PSMC2;SSPN;PIN1;SLC25A36
ChEA_2016,CEBPB 26923725 Chip-Seq HEMANGIOBLAST Mouse,22/652,0.0003637453361507825,0.0088555754652042,0,0,2.3954550645198127,18.969744145600163,KDM5A;GSTM2;LEPROT;SMAD3;WRB;CSE1L;CAV1;ERAP1;KCNA4;PHKB;PIK3R1;WASL;ITGAE;MYL12B;PTP4A2;COX7A2L;AKAP10;PDZD2;TMEM33;SSPN;BBX;BPTF
ChEA_2016,PRDM5 23873026 ChIP-Seq MEFs Mouse,30/1029,0.0004037919630360421,0.0088555754652042,0,0,2.0799688577466355,16.25414700708463,HFE;PON2;TTK;WASL;PPP1R9A;SCRN1;SESN1;LEPROTL1;PRRG1;SPIN1;PHACTR2;NBN;TNS3;RREB1;SPTAN1;MEST;KLHDC10;NCOA2;LYPLA1;ATRX;ERAP1;PEX1;WIPI2;SETX;RASA1;PSMC2;TMEM106B;RAB9A;CDK13;SKAP2
ChEA_2016,FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse,49/2000,0.0004009746688611118,0.0088555754652042,0,0,1.7759837125102869,13.891056054944034,KDM5A;DENND1B;SCARB1;YWHAB;POP4;CSE1L;UBE3A;WASL;SCPEP1;AKAP10;ME1;PHACTR2;SPTAN1;LYPLA1;NCOA3;ANXA11;H2AFV;ATG12;ALDH3A2;ACOX1;RASA1;PPIG;CD46;SKAP2;NFAT5;CSTF2T;PIK3R1;CLCN3;NSL1;MTDH;LRP6;GRK4;LEPROTL1;TPR;CTNNA1;SMAD2;HSPA4;BAD;ERAP1;WWP1;NR1D2;NPM3;EXT1;CDC16;YIPF6;NMT2;TCF4;CDK13;MON1B
ChEA_2016,FOXA2 19822575 ChIP-Seq HepG2 Human,66/2968,0.0005416888318503283,0.0114838032352269,0,0,1.6326317835621764,12.278727864134838,FAM69A;ZBTB20;WASL;TMEM140;PPP1R9A;LASP1;CCDC91;CHL1;ZNF329;BBX;PHACTR2;TLK1;CD36;NBN;ANKS1A;TNS3;TEAD1;PTRF;NCOA2;NCOA3;VEZF1;MYRIP;AES;INPP4A;ALDH3A2;RAP2A;ACOX1;RASA1;STAMBP;CUEDC1;ZNF552;PCOLCE2;TUFT1;PRIM1;PON2;NPR3;ZBTB48;EHBP1;STK3;GRK4;FAM63A;FYN;ZNF148;RREB1;PAK2;ZC3H14;KLHDC10;SMAD3;HSPA4;NR1D2;PHKB;LSM4;MED13L;KTN1;EXT1;TJP1;NELL2;GNAQ;NMT2;DYNLRB1;CPEB3;SERINC3;PTPN4;FERMT2;TRIM33;SLC25A36
