0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GeneSymbol
ENSG00000240409.1,0.8246701105386152,0.1725184764451006,1.3893466651175617,0.12417237596385111,0.9011787937260956,,MTATP8P1
ENSG00000248527.1,7651.648844974097,0.25240184163764806,0.25313775504939495,0.9970928342490701,0.31871945090898035,0.9993479782630744,MTATP6P1
ENSG00000198744.5,33.955712410135746,-0.0013907481221176743,0.4275625423419889,-0.0032527361131772735,0.997404696651442,0.9997026113748454,MTCO3P12
ENSG00000268663.1,0.0,,,,,,WBP1LP6
ENSG00000284662.1,0.0,,,,,,OR4F16
ENSG00000229376.3,0.11742940723106514,0.9203708944145211,3.8737400330969165,0.2375923233234414,0.8121973051461402,,CICP3
ENSG00000228327.3,68.06254302646151,0.11997232823446378,0.43288816042552647,0.27714393509060564,0.7816695872342134,0.9993479782630744,
ENSG00000223181.1,0.0,,,,,,RNU6-1199P
ENSG00000229905.1,0.0,,,,,,
ENSG00000237491.10,57.298662905215615,0.0839190598733946,0.25353105584804414,0.3310011059303605,0.7406436501858542,0.9993479782630744,LINC01409
ENSG00000285268.1,0.0,,,,,,
ENSG00000230092.7,7.578280229979081,-0.62284231116781,0.5828668690783604,-1.0685841728363452,0.28525708341018785,0.9993479782630744,
ENSG00000177757.2,0.20341790339736152,0.19902551061237664,2.538329076591536,0.07840808051556017,0.9375034459999088,,FAM87B
ENSG00000228794.10,413.90876961990875,0.13395524599367284,0.26415956619789327,0.5070997349129549,0.6120848410076027,0.9993479782630744,LINC01128
ENSG00000225880.5,15.051335704940438,0.0654863931495346,0.3319131882867212,0.19729976228894097,0.8435929653555716,0.9993479782630744,LINC00115
ENSG00000288531.1,0.21962417782721033,-1.2272382983526313,2.6111500944323507,-0.46999913983092034,0.6383556321135944,,
ENSG00000230368.2,0.3416703194088023,1.653709040492371,2.791047790824897,0.592504738159147,0.5535126488540149,,FAM41C
ENSG00000234711.1,0.10560214103612127,-0.5223133263460337,3.8726182363387065,-0.13487343561131523,0.8927119429229436,,TUBB8P11
ENSG00000283040.1,0.0,,,,,,
ENSG00000272438.1,0.0,,,,,,
ENSG00000230699.2,1.8343990288534444,-0.2692624367664027,1.8412682325723064,-0.14623748566510328,0.8837339143528686,,
ENSG00000241180.1,0.0,,,,,,
ENSG00000223764.2,15.29020985361404,-2.6750437241300773,1.0807814810044725,-2.4751013698383377,0.013319836365520135,0.43648133714372467,LINC02593
ENSG00000187634.12,98.4171114987252,-1.9991282595730324,0.8215275897858659,-2.433428024120422,0.014956608706698769,0.47006484506767554,SAMD11
ENSG00000188976.11,1474.7160580560749,-0.016855156411334213,0.2692418666631685,-0.06260228626486472,0.9500832088145991,0.9993479782630744,NOC2L
ENSG00000187961.14,177.4143028847881,-0.20104927986001206,0.2542829512493818,-0.7906518265270481,0.4291471947304927,0.9993479782630744,KLHL17
ENSG00000187583.11,11.082870607876414,0.445199970198698,1.499513595446347,0.2968962545925962,0.7665457157215168,0.9993479782630744,PLEKHN1
ENSG00000187642.9,0.29344728708372075,1.9624632697061446,3.7564847530877636,0.522420134433671,0.601377840225795,,PERM1
ENSG00000272512.1,3.164835460488893,2.625415868702144,1.1149179778048224,2.3548062915546146,0.018532363617707086,,
ENSG00000188290.11,51.44950835181791,0.5181619759211751,0.8221577719368172,0.6302463999099626,0.5285333856727275,0.9993479782630744,HES4
ENSG00000187608.10,951.6030433893834,1.0404586450290068,0.41475128831640684,2.5086327019079886,0.012119943474641673,0.4167799771129133,ISG15
ENSG00000231702.2,0.0,,,,,,
ENSG00000224969.1,0.7190314019467974,1.8880105797540574,2.226748858473111,0.8478776457299602,0.3965061151477626,,
ENSG00000188157.15,5016.043906326056,0.635386130675471,0.3778907325551494,1.6814017278995925,0.09268491014481434,0.8710378071252237,AGRN
ENSG00000242590.1,0.0,,,,,,
ENSG00000217801.10,18.103343890856237,0.7746279644180964,0.5362972842796109,1.4444003114030808,0.14862640318913709,0.9711666570697468,PTPN11BP
ENSG00000273443.1,0.2118377991523293,0.19902551061237664,2.538329076591536,0.07840808051556017,0.9375034459999088,,
ENSG00000237330.3,0.09781576236124025,0.9203708944145204,3.8737400330969165,0.23759232332344118,0.8121973051461404,,RNF223
ENSG00000131591.17,161.19029333703537,-0.04662549640959935,0.15673889262531268,-0.2974724117839629,0.7661058674209869,0.9993479782630744,C1orf159
ENSG00000285812.1,0.0,,,,,,
ENSG00000223823.1,0.0,,,,,,LINC01342
ENSG00000207730.3,0.0,,,,,,MIR200B
ENSG00000207607.3,0.0,,,,,,MIR200A
ENSG00000198976.1,0.0,,,,,,MIR429
ENSG00000272141.1,0.3416703194088023,1.653709040492371,2.791047790824897,0.592504738159147,0.5535126488540149,,
ENSG00000205231.1,0.0,,,,,,TTLL10-AS1
ENSG00000162571.14,0.0,,,,,,TTLL10
ENSG00000186891.14,28.929822374557933,0.3757245756540102,0.8483525923528786,0.442887284179742,0.6578472653458511,0.9993479782630744,TNFRSF18
ENSG00000186827.11,4.214749229532745,1.4934825918286065,0.8869792202810702,1.6837853217748942,0.09222316493027491,0.8702816494195451,TNFRSF4
ENSG00000078808.18,6702.048432331755,0.05403320900160574,0.21860884807148398,0.24716844481947572,0.8047778651556482,0.9993479782630744,SDF4
ENSG00000176022.7,890.2707215199682,-0.09524370026414666,0.14051513430322263,-0.6778180922392095,0.4978870382647299,0.9993479782630744,B3GALT6
ENSG00000184163.3,24.433479367158007,-0.7987273092222288,0.4648326125730386,-1.7183116838574353,0.08573977936810498,0.8559914550364117,C1QTNF12
ENSG00000260179.1,3.1220055118320906,0.8308861436152375,0.8849862026877124,0.9388690367056882,0.34779798826684083,,
ENSG00000160087.21,1145.7795701678924,-0.0008902836874957858,0.14401784931013484,-0.006181759356637849,0.9950677010646942,0.9995813595863398,UBE2J2
ENSG00000230415.1,11.47757654628192,-0.15308576693461665,0.4231811884105735,-0.36174993389850707,0.7175389086636488,0.9993479782630744,LINC01786
ENSG00000162572.21,61.57996315501255,-0.3675174746526137,0.31435010341888253,-1.169134257172118,0.24234954367074457,0.9993479782630744,SCNN1D
ENSG00000131584.19,1496.336433522894,-0.027130244930820897,0.24581335917507924,-0.11036928595690165,0.9121165105430175,0.9993479782630744,ACAP3
ENSG00000278073.1,0.0,,,,,,MIR6726
ENSG00000169972.12,386.76554095368897,-0.13225675407050214,0.13250636260648938,-0.998116252449488,0.3182229900159088,0.9993479782630744,PUSL1
ENSG00000127054.21,1420.4133564670433,-0.03212613065883105,0.1485267276864091,-0.2162986498070592,0.8287549614543083,0.9993479782630744,INTS11
ENSG00000283712.1,0.0,,,,,,MIR6727
ENSG00000240731.1,24.70256694451948,-0.34690860288898356,0.37118923861231934,-0.9345869082462944,0.3500012284692292,0.9993479782630744,
ENSG00000224051.7,772.6379405749037,-0.19494799390920264,0.18186679841477216,-1.0719273424751066,0.2837526680280733,0.9993479782630744,CPTP
ENSG00000169962.5,127.8115571782468,-1.9524261928469364,1.1859060958274745,-1.6463581726381271,0.09969003924830981,0.8809234753847447,TAS1R3
ENSG00000107404.20,1921.5592543776606,0.06783986508458983,0.2896685475938549,0.23419824364124026,0.8148310784798523,0.9993479782630744,DVL1
ENSG00000284372.1,0.0,,,,,,MIR6808
ENSG00000162576.17,2728.5843052159544,-0.8978537424357943,0.3751408706231803,-2.393377562258915,0.016694052117736925,0.4956640514957337,MXRA8
ENSG00000175756.13,1356.8503702269088,0.02043791813565576,0.1822179772698245,0.11216191970670229,0.9106950222662585,0.9993479782630744,AURKAIP1
ENSG00000223663.2,0.11389288062060812,-0.5223133263460334,3.872618236338705,-0.13487343561131523,0.8927119429229436,,NDUFB4P8
ENSG00000221978.12,2685.101762988056,0.07005671790224942,0.22832217467753668,0.30683273756126284,0.758970688437069,0.9993479782630744,CCNL2
ENSG00000224870.7,320.1137193496505,0.03673966870521195,0.1410303215078043,0.2605090048183635,0.7944711702062552,0.9993479782630744,MRPL20-AS1
ENSG00000242485.6,1121.922146508777,-0.13167889601005764,0.13055658696025332,-1.0085963418310406,0.3131682624540304,0.9993479782630744,MRPL20
ENSG00000264293.2,0.0,,,,,,RN7SL657P
ENSG00000272455.1,64.08440436714335,0.39922298369450215,0.3347797230096383,1.1924945158133384,0.23306739985341074,0.9993479782630744,MRPL20-DT
ENSG00000235098.8,4.615278952057235,-1.2182352139415178,1.1092630022235004,-1.0982383902641524,0.2721004066671243,0.9993479782630744,ANKRD65
ENSG00000225905.1,0.2118377991523293,0.19902551061237664,2.538329076591536,0.07840808051556017,0.9375034459999088,,ANKRD65-AS1
ENSG00000205116.3,0.11389288062060812,-0.5223133263460334,3.872618236338705,-0.13487343561131523,0.8927119429229436,,TMEM278
ENSG00000225285.1,2.512807343605326,0.27361541329818573,2.1074532804425394,0.12983225575502666,0.8966991424927822,,LINC01770
ENSG00000179403.12,175.83942261584002,-0.01715355533110344,0.7469308427996741,-0.022965386282360282,0.9816778834080169,0.9993479782630744,VWA1
ENSG00000215915.10,3.659758860337493,-0.39563959477552996,0.9642193001257922,-0.41032117353792313,0.6815703619317875,,ATAD3C
ENSG00000160072.20,530.9084554887246,-0.07962114694934021,0.2961288742872451,-0.2688732976174004,0.7880271859523817,0.9993479782630744,ATAD3B
ENSG00000284740.1,5.0484124097183045,1.495554914342865,1.2488103915443212,1.1975836559891302,0.23107914202332958,0.9993479782630744,
ENSG00000197785.14,987.2357469191079,0.04725977050261241,0.3569131465323707,0.1324125237800007,0.8946580093549754,0.9993479782630744,ATAD3A
ENSG00000205090.9,75.01040257734837,0.4746452184580814,0.5422897231570127,0.8752613191614075,0.3814317355930942,0.9993479782630744,TMEM240
ENSG00000160075.12,2712.625271898043,0.0413146477334234,0.143535138784549,0.28783647045089117,0.7734719188163608,0.9993479782630744,SSU72
ENSG00000215014.5,16.099663610284875,0.48838599022959434,0.6964264616502605,0.7012743155570353,0.48313183940987536,0.9993479782630744,SSU72-AS1
ENSG00000274481.1,0.0,,,,,,
ENSG00000228594.4,360.91474542748875,0.7549129028873989,0.3798509535578094,1.9873924122517936,0.0468789278808507,0.7249385992482262,FNDC10
ENSG00000286989.1,6.249590786710211,1.2825621501674407,1.1059098375883718,1.1597348233779075,0.2461567874545687,0.9993479782630744,
ENSG00000272106.1,136.67806645764318,0.1096711811267293,0.2743413569883692,0.39976175058206354,0.6893320054327139,0.9993479782630744,
ENSG00000197530.12,1215.696526376672,0.05070512588860213,0.10248493317851565,0.49475688099713433,0.6207717447354917,0.9993479782630744,MIB2
ENSG00000189409.14,77.6058376518652,0.6904432177299394,0.5249813980989154,1.3151765381215432,0.18845057830035827,0.9993479782630744,MMP23B
ENSG00000248333.8,805.6599800290728,-0.15387274093084877,0.1771941089945262,-0.8683851952188892,0.3851834968249076,0.9993479782630744,CDK11B
ENSG00000272004.1,2.70707595563625,0.5029510695472142,0.7333422520419899,0.6858340265363794,0.4928177766193924,,
ENSG00000189339.12,2311.971049423826,-0.22879481292329015,0.24487382816176076,-0.9343375510597687,0.3501297999692925,0.9993479782630744,SLC35E2B
ENSG00000269737.2,0.536805805674699,-1.4787817079748595,1.8903494626649835,-0.7822795399376037,0.43405030833917313,,
ENSG00000215914.4,3.292895065188719,0.5728401727249487,0.8341238070740492,0.6867567714370426,0.4922360150106144,,MMP23A
ENSG00000008128.23,19.203344958502605,0.536770006807822,0.5696996000886928,0.9421983212279873,0.3460911132618604,0.9993479782630744,CDK11A
ENSG00000268575.1,37.234357677127534,0.07242607870456748,0.651711011058186,0.11113220043185851,0.9115115146350276,0.9993479782630744,
ENSG00000227775.3,0.9000562106865319,-0.22261608388658002,1.3882486180702283,-0.16035750440438645,0.8725994629293736,,
ENSG00000215790.7,384.95502332978253,1.122124645971609,0.28155731024434705,3.9854218134055306,6.736035556099328e-05,0.018358210336473692,SLC35E2A
ENSG00000008130.15,1421.14799031245,0.005144055910760285,0.226751046177118,0.0226859191941377,0.9819008078017059,0.9993479782630744,NADK
ENSG00000078369.18,9096.684553028022,0.09183348672599063,0.33794771013905356,0.27173874528756053,0.7858229074392328,0.9993479782630744,GNB1
ENSG00000231050.1,5.84161968747296,-1.07859845049616,0.5961911618203225,-1.8091486750708046,0.07042790879978637,0.8183157186835665,GNB1-DT
ENSG00000169885.10,7.786026047385824,0.5485516094649124,0.5506214605698947,0.9962408818885484,0.3191331202016183,0.9993479782630744,CALML6
ENSG00000178821.13,4.923977854505899,1.5375564913181665,0.7920745461256906,1.9411764951151187,0.05223687310951722,0.7516511449801296,TMEM52
ENSG00000142609.18,0.09781576236124025,0.9203708944145204,3.8737400330969165,0.23759232332344118,0.8121973051461404,,CFAP74
ENSG00000233542.2,0.0,,,,,,
ENSG00000187730.9,0.0,,,,,,GABRD
ENSG00000226969.1,0.10560214103612127,-0.5223133263460337,3.8726182363387065,-0.13487343561131523,0.8927119429229436,,PRKCZ-DT
ENSG00000067606.17,14.171594475805163,0.2561895600306114,0.7526600488274622,0.34037884756832576,0.7335712459321995,0.9993479782630744,PRKCZ
ENSG00000271806.1,0.13069041931978811,-0.5223133263460334,3.872618236338705,-0.13487343561131523,0.8927119429229436,,
ENSG00000182873.5,27.7066541273702,0.2609216872521316,0.625913735905104,0.41686525200605357,0.6767769709733934,0.9993479782630744,PRKCZ-AS1
ENSG00000162585.17,898.5842112935201,0.029769179048897327,0.13643823765099927,0.21818794761220148,0.8272826752869333,0.9993479782630744,FAAP20
ENSG00000234396.3,1.0741202235446243,2.571744121827577,1.9265102068002857,1.3349236940192242,0.18190132202685638,,
ENSG00000157933.10,3994.650330560458,-0.02832119864537103,0.27523443074175724,-0.10289845848517336,0.9180435611583571,0.9993479782630744,SKI
ENSG00000287356.1,27.550288629061953,-1.1345918387292009,0.5337317194484553,-2.1257718014242415,0.03352226505377112,0.6391823025972362,LOC124903824
ENSG00000116151.14,120.93360035360313,0.07898503930935961,0.3113763476206555,0.2536642230950237,0.7997549759900896,0.9993479782630744,MORN1
ENSG00000272161.1,0.7961615453240187,-0.39482038328714886,1.488472266823992,-0.26525209242197817,0.7908152676499314,,
ENSG00000269896.2,41.539239418174844,0.42309083238407075,0.3709659981483896,1.140511083214777,0.2540734379216477,0.9993479782630744,
ENSG00000272420.1,5.1467537878901055,0.46527155578198465,0.7333019426535774,0.6344883720044715,0.5257621530268113,0.9993479782630744,
ENSG00000157916.20,4192.783488406999,0.3908032578704347,0.24798299282397626,1.5759276610869657,0.1150424753654734,0.9189307087373335,RER1
ENSG00000157911.11,736.8075973973229,-0.22258701592359267,0.16965347990184507,-1.3120097274301292,0.18951685246384742,0.9993479782630744,PEX10
ENSG00000149527.18,10.270352079687765,-0.17552892666577494,1.2318598658117783,-0.14249098581526062,0.8866921989997402,0.9993479782630744,PLCH2
ENSG00000224387.1,0.6010204626302091,0.6567389116205871,1.947267138831441,0.3372618468849104,0.735919518300109,,
ENSG00000229393.1,0.4643366339380875,-2.243836133973904,2.0673049629893407,-1.0853919349805545,0.2777481028862906,,
ENSG00000157881.16,471.3619384756256,-0.019797728088600686,0.1318605033034887,-0.1501414570141178,0.8806530127073509,0.9993479782630744,PANK4
ENSG00000197921.6,0.0,,,,,,HES5
ENSG00000272449.2,0.65473957381537,0.04844237211689634,2.0040719815256,0.024171972146439357,0.9807154345830837,,
ENSG00000238164.6,0.0,,,,,,TNFRSF14-AS1
ENSG00000157873.17,13.036683717660324,0.03468104877978421,0.7605312520833355,0.045601083038707295,0.9636282059318875,0.9993479782630744,TNFRSF14
ENSG00000225931.3,0.11110510837978392,0.9203708944145211,3.8737400330969165,0.2375923233234414,0.8121973051461402,,
ENSG00000228037.1,0.0,,,,,,
ENSG00000157870.17,445.2971804668583,0.18706254531839783,0.41710184180643245,0.4484817053510144,0.6538055865481034,0.9993479782630744,PRXL2B
ENSG00000142606.16,2.1391849411641766,1.207392055807732,1.8782722589152028,0.6428205762380061,0.5203405301147809,,MMEL1
ENSG00000237058.1,0.0,,,,,,MMEL1-AS1
ENSG00000215912.12,14.331779689229068,-0.19369923390838875,0.8602742283590682,-0.2251598705657622,0.8218549065399952,0.9993479782630744,TTC34
ENSG00000285945.1,0.0,,,,,,
ENSG00000283259.1,0.22804407358217813,-1.259793798556343,3.782855682707362,-0.3330271900974868,0.739113758795194,,
ENSG00000233234.1,0.0,,,,,,
ENSG00000287396.1,0.0,,,,,,LOC124903825
ENSG00000231630.1,0.0,,,,,,
ENSG00000284745.1,0.0,,,,,,
ENSG00000169717.7,0.0,,,,,,ACTRT2
ENSG00000177133.11,2.0505721908647274,1.7803050593065668,1.1856255387860226,1.5015744862660805,0.13320703658836128,,LOC124903827
ENSG00000142611.17,25.436050420005458,1.4340297676091334,1.0171539495147548,1.4098453516237677,0.15858535199543544,0.9869695049204673,PRDM16
ENSG00000283572.1,0.0,,,,,,MIR4251
ENSG00000226286.1,0.0,,,,,,
ENSG00000279839.1,0.0,,,,,,
ENSG00000272235.1,6.045323727271176,0.9032438898134653,0.8913817813983541,1.0133075508863356,0.31091328195841195,0.9993479782630744,
ENSG00000287828.1,11.410602271197607,-0.20071449982435063,0.8606510046405271,-0.2332124156506204,0.8155964653405032,0.9993479782630744,
ENSG00000286518.1,0.0,,,,,,
ENSG00000130762.15,2.338256372964433,3.2481081116027304,1.325802287537486,2.4499189224025932,0.014288838520112267,,ARHGEF16
ENSG00000272088.1,0.0,,,,,,
ENSG00000162591.16,84.81698897873297,1.1157552458361613,0.4896041176747063,2.278892692192329,0.022673444941835957,0.5563855774305454,MEGF6
ENSG00000207776.1,0.0,,,,,,MIR551A
ENSG00000238260.1,6.8014815876173955,1.3028385155564914,0.7174584342768356,1.8159080070885103,0.06938448483910956,0.8151547593261331,
ENSG00000158109.15,2093.4060513554623,0.24723515287913586,0.24653855726039667,1.0028255037527596,0.31594506124634414,0.9993479782630744,TPRG1L
ENSG00000116213.16,353.22026355262767,0.07933672887195253,0.1069896559165,0.7415364428676247,0.4583682438794595,0.9993479782630744,WRAP73
ENSG00000078900.15,3.3106242230577045,0.3338280563279943,1.2131476665753589,0.2751751213192128,0.7831816997202845,,TP73
ENSG00000227589.1,0.0,,,,,,TP73-AS3
ENSG00000235131.1,0.0,,,,,,TP73-AS2
ENSG00000227372.12,688.0841329531204,-0.16319181714977377,0.2740987826670217,-0.595375928203304,0.5515922124409015,0.9993479782630744,GFOD3P
ENSG00000276189.1,0.0,,,,,,
ENSG00000162592.10,0.0,,,,,,CCDC27
ENSG00000235169.10,60.07987904250489,0.0011784330672612226,0.7478506710799895,0.0015757598579933323,0.9987427260580801,0.9997026113748454,SMIM1
ENSG00000130764.10,1409.102312309868,-0.031531419067378386,0.08054250633529395,-0.3914879298157777,0.6954366088179981,0.9993479782630744,LRRC47
ENSG00000266075.2,2.3841675532104114,-0.9037913117521825,1.1115941505008358,-0.8130587151299543,0.41618439521971007,,RN7SL574P
ENSG00000272153.1,6.235986117839332,0.3093736226769083,0.9115351655475095,0.3393984504054591,0.7343095857843536,0.9993479782630744,
ENSG00000116198.14,833.2314473954768,0.19801190772381053,0.3332533010060043,0.5941783836080978,0.5523928090771353,0.9993479782630744,CEP104
ENSG00000169598.17,140.96461508161138,-0.12870745529225303,0.20937989237258142,-0.6147078109259141,0.538747700528515,0.9993479782630744,DFFB
ENSG00000198912.11,650.003464459987,-0.15013941094965746,0.18630422379239525,-0.8058830223675584,0.42031030138979586,0.9993479782630744,C1orf174
ENSG00000236423.6,14.336925004717855,0.5937136065470693,0.7270286916589358,0.8166302284333954,0.4141397748935908,0.9993479782630744,LINC01134
ENSG00000233304.7,0.11402203679108906,-0.5223133263460337,3.8726182363387065,-0.13487343561131523,0.8927119429229436,,LINC01346
ENSG00000226374.3,0.0,,,,,,LINC01345
ENSG00000284668.2,0.0,,,,,,LINC02780
ENSG00000284703.1,0.0,,,,,,
ENSG00000229280.1,0.0,,,,,,EEF1DP6
ENSG00000235054.4,0.0,,,,,,LINC01777
ENSG00000284694.1,0.0,,,,,,
ENSG00000227169.2,0.0,,,,,,
ENSG00000232596.3,0.0,,,,,,LINC01646
ENSG00000196581.11,0.7805235308993116,2.2787095541315283,3.107089126876324,0.7333904696909684,0.46332031019959563,,AJAP1
ENSG00000287586.1,0.0,,,,,,
ENSG00000284739.1,0.0,,,,,,
ENSG00000284674.1,0.0,,,,,,LINC02781
ENSG00000231510.1,0.0,,,,,,LINC02782
ENSG00000284616.1,0.0,,,,,,
ENSG00000284692.2,0.0,,,,,,
ENSG00000284666.1,0.0,,,,,,
ENSG00000260972.1,0.0,,,,,,
ENSG00000283356.1,0.0,,,,,,
ENSG00000236948.2,0.11402203679108906,-0.5223133263460337,3.8726182363387065,-0.13487343561131523,0.8927119429229436,,
ENSG00000264341.1,0.0,,,,,,
ENSG00000264101.1,0.10560214103612127,-0.5223133263460337,3.8726182363387065,-0.13487343561131523,0.8927119429229436,,MIR4689
ENSG00000131697.18,309.2871160773103,0.33894426068014666,0.19202901428764313,1.7650679608886446,0.07755234454432877,0.8394225319380222,NPHP4
ENSG00000069424.15,282.9115044997851,0.1785897666405627,0.2007424330350689,0.889646319118608,0.37365582661137986,0.9993479782630744,KCNAB2
ENSG00000116254.18,7.6102998297352045,1.1607680446882223,1.7512265145717845,0.6628314698467531,,,CHD5
ENSG00000285629.1,0.0,,,,,,
ENSG00000116251.11,3312.4992720397604,0.1704981974784197,0.35876144223784034,0.47524114189893407,0.6346151056813942,0.9993479782630744,RPL22
ENSG00000226944.1,5.081997147563654,1.2743002765238236,0.6373664681730167,1.9993211757382692,0.04557361442754733,0.7142036938213875,RNF207-AS1
ENSG00000158286.13,60.23584065154769,-0.0771113882934232,0.6508286844126167,-0.11848185265991691,0.9056858732883695,0.9993479782630744,RNF207
ENSG00000116237.16,3501.8106667125294,0.056704308929072356,0.2461546455154791,0.23036050695011798,0.8178116468249835,0.9993479782630744,ICMT
ENSG00000225077.3,0.4891665998807925,-2.309118576387112,2.855688529852852,-0.8086030924759487,0.4187434854155707,,ICMT-DT
ENSG00000173673.8,0.0,,,,,,HES3
ENSG00000158292.7,1665.4723940041954,-0.7762890218721534,0.775329590134723,-1.0012374501755616,0.31671202495738726,0.9993479782630744,GPR153
ENSG00000097021.19,587.4663554838554,0.04578748149698932,0.6612179430505621,0.06924718540719944,0.9447928646974877,0.9993479782630744,ACOT7
ENSG00000271746.1,1.6831607716759465,-1.7951458765342585,1.3020591129238692,-1.3786976787122414,0.1679879855161538,,
ENSG00000069812.11,20.347825651179406,-0.7767251741752149,0.5054318970849174,-1.5367553544898602,0.1243532300959971,0.9340123404012176,HES2
ENSG00000187017.17,7.678846260688773,-2.610592392310271,1.0101405749027936,-2.584385240204305,0.009755276304333463,0.39684054798882007,ESPN
ENSG00000265392.1,0.0,,,,,,MIR4252
ENSG00000231868.1,0.0,,,,,,
ENSG00000215788.11,152.43151168009064,0.43555482121815214,0.417616627340108,1.0429537348459912,0.2969697207353331,0.9993479782630744,TNFRSF25
ENSG00000171680.23,494.3910983051002,0.16534255436700496,0.4716824275434895,0.35053787190696273,0.7259350731796815,0.9993479782630744,PLEKHG5
ENSG00000162408.11,597.1853075922392,-0.07747101722831118,0.15924816468507244,-0.48647981206889934,0.6266270153213115,0.9993479782630744,NOL9
ENSG00000253022.1,0.0,,,,,,RNU6-731P
ENSG00000229519.2,0.0,,,,,,
ENSG00000173662.21,5.151181425941079,-2.731438956579706,1.7089175853047878,-1.598344460884315,0.10996633764254894,0.9077691344271898,TAS1R1
ENSG00000204859.13,322.9748772941517,0.329809720832164,0.20144609269752048,1.6372108111691535,0.1015864288581173,0.8809234753847447,ZBTB48
ENSG00000162413.16,1775.1543376686557,0.2066959169681623,0.20770411133045802,0.995146006711963,0.319665257518876,0.9993479782630744,KLHL21
ENSG00000116273.6,879.496453835848,-0.27994529354216907,0.2520799940450729,-1.11054149537989,0.2667657574099428,0.9993479782630744,PHF13
ENSG00000041988.15,319.66843299843015,0.3329743673075406,0.1601700483444273,2.0788803571534014,0.037628348575449735,0.6567376200562426,THAP3
ENSG00000007923.16,1258.4674368432213,0.025245670860313173,0.19195233065852782,0.13152052269281259,0.8953635528244691,0.9993479782630744,DNAJC11
ENSG00000228750.7,0.0,,,,,,LINC01672
ENSG00000284744.1,0.0,,,,,,
ENSG00000237436.1,3.813943664448269,-0.09749003253932309,0.9858554504279446,-0.09888876964366751,0.9212265857247454,,CAMTA1-DT
